"","FN13","FN23"
"ENSG00000166477","ENSG00000166477","LEO1"
"ENSG00000166478","ENSG00000166478","ZNF143"
"ENSG00000166479","ENSG00000166479","TMX3"
"ENSG00000166482","ENSG00000166482","MFAP4"
"ENSG00000166483","ENSG00000166483","WEE1"
"ENSG00000166484","ENSG00000166484","MAPK7"
"ENSG00000166501","ENSG00000166501","PRKCB"
"ENSG00000166503","ENSG00000166503","HDGFL3"
"ENSG00000166507","ENSG00000166507","NDST2"
"ENSG00000166508","ENSG00000166508","MCM7"
"ENSG00000166510","ENSG00000166510","CCDC68"
"ENSG00000166523","ENSG00000166523","CLEC4E"
"ENSG00000166526","ENSG00000166526","ZNF3"
"ENSG00000166527","ENSG00000166527","CLEC4D"
"ENSG00000166529","ENSG00000166529","ZSCAN21"
"ENSG00000166532","ENSG00000166532","RIMKLB"
"ENSG00000166546","ENSG00000166546","BEAN1"
"ENSG00000166548","ENSG00000166548","TK2"
"ENSG00000166557","ENSG00000166557","TMED3"
"ENSG00000166562","ENSG00000166562","SEC11C"
"ENSG00000166575","ENSG00000166575","TMEM135"
"ENSG00000166579","ENSG00000166579","NDEL1"
"ENSG00000166582","ENSG00000166582","CENPV"
"ENSG00000166592","ENSG00000166592","RRAD"
"ENSG00000166595","ENSG00000166595","CIAO2B"
"ENSG00000166598","ENSG00000166598","HSP90B1"
"ENSG00000166619","ENSG00000166619","BLCAP"
"ENSG00000166669","ENSG00000166669","ATF7IP2"
"ENSG00000166670","ENSG00000166670","MMP10"
"ENSG00000166676","ENSG00000166676","TVP23A"
"ENSG00000166681","ENSG00000166681","BEX3"
"ENSG00000166682","ENSG00000166682","TMPRSS5"
"ENSG00000166685","ENSG00000166685","COG1"
"ENSG00000166689","ENSG00000166689","PLEKHA7"
"ENSG00000166704","ENSG00000166704","ZNF606"
"ENSG00000166710","ENSG00000166710","B2M"
"ENSG00000166716","ENSG00000166716","ZNF592"
"ENSG00000166734","ENSG00000166734","GOLM2"
"ENSG00000166741","ENSG00000166741","NNMT"
"ENSG00000166743","ENSG00000166743","ACSM1"
"ENSG00000166747","ENSG00000166747","AP1G1"
"ENSG00000166750","ENSG00000166750","SLFN5"
"ENSG00000166762","ENSG00000166762","CATSPER2"
"ENSG00000166770","ENSG00000166770","ZNF667-AS1"
"ENSG00000166780","ENSG00000166780","BMERB1"
"ENSG00000166783","ENSG00000166783","MARF1"
"ENSG00000166787","ENSG00000166787","SAA3P"
"ENSG00000166788","ENSG00000166788","SAAL1"
"ENSG00000166793","ENSG00000166793","YPEL4"
"ENSG00000166794","ENSG00000166794","PPIB"
"ENSG00000166796","ENSG00000166796","LDHC"
"ENSG00000166797","ENSG00000166797","CIAO2A"
"ENSG00000166801","ENSG00000166801","FAM111A"
"ENSG00000166803","ENSG00000166803","PCLAF"
"ENSG00000166813","ENSG00000166813","KIF7"
"ENSG00000166816","ENSG00000166816","LDHD"
"ENSG00000166819","ENSG00000166819","PLIN1"
"ENSG00000166821","ENSG00000166821","PEX11A"
"ENSG00000166822","ENSG00000166822","TMEM170A"
"ENSG00000166823","ENSG00000166823","MESP1"
"ENSG00000166825","ENSG00000166825","ANPEP"
"ENSG00000166831","ENSG00000166831","RBPMS2"
"ENSG00000166833","ENSG00000166833","NAV2"
"ENSG00000166839","ENSG00000166839","ANKDD1A"
"ENSG00000166840","ENSG00000166840","GLYATL1"
"ENSG00000166845","ENSG00000166845","C18orf54"
"ENSG00000166847","ENSG00000166847","DCTN5"
"ENSG00000166848","ENSG00000166848","TERF2IP"
"ENSG00000166851","ENSG00000166851","PLK1"
"ENSG00000166855","ENSG00000166855","CLPX"
"ENSG00000166856","ENSG00000166856","GPR182"
"ENSG00000166860","ENSG00000166860","ZBTB39"
"ENSG00000166881","ENSG00000166881","NEMP1"
"ENSG00000166886","ENSG00000166886","NAB2"
"ENSG00000166887","ENSG00000166887","VPS39"
"ENSG00000166888","ENSG00000166888","STAT6"
"ENSG00000166889","ENSG00000166889","PATL1"
"ENSG00000166896","ENSG00000166896","ATP23"
"ENSG00000166897","ENSG00000166897","ELFN2"
"ENSG00000166900","ENSG00000166900","STX3"
"ENSG00000166902","ENSG00000166902","MRPL16"
"ENSG00000166908","ENSG00000166908","PIP4K2C"
"ENSG00000166912","ENSG00000166912","MTMR10"
"ENSG00000166913","ENSG00000166913","YWHAB"
"ENSG00000166920","ENSG00000166920","C15orf48"
"ENSG00000166922","ENSG00000166922","SCG5"
"ENSG00000166923","ENSG00000166923","GREM1"
"ENSG00000166924","ENSG00000166924","NYAP1"
"ENSG00000166925","ENSG00000166925","TSC22D4"
"ENSG00000166927","ENSG00000166927","MS4A7"
"ENSG00000166928","ENSG00000166928","MS4A14"
"ENSG00000166938","ENSG00000166938","DIS3L"
"ENSG00000166946","ENSG00000166946","CCNDBP1"
"ENSG00000166949","ENSG00000166949","SMAD3"
"ENSG00000166963","ENSG00000166963","MAP1A"
"ENSG00000166965","ENSG00000166965","RCCD1"
"ENSG00000166971","ENSG00000166971","AKTIP"
"ENSG00000166974","ENSG00000166974","MAPRE2"
"ENSG00000166979","ENSG00000166979","EVA1C"
"ENSG00000166986","ENSG00000166986","MARS1"
"ENSG00000166987","ENSG00000166987","MBD6"
"ENSG00000166997","ENSG00000166997","CNPY4"
"ENSG00000167004","ENSG00000167004","PDIA3"
"ENSG00000167005","ENSG00000167005","NUDT21"
"ENSG00000167034","ENSG00000167034","NKX3-1"
"ENSG00000167037","ENSG00000167037","SGSM1"
"ENSG00000167065","ENSG00000167065","DUSP18"
"ENSG00000167074","ENSG00000167074","TEF"
"ENSG00000167077","ENSG00000167077","MEI1"
"ENSG00000167081","ENSG00000167081","PBX3"
"ENSG00000167083","ENSG00000167083","GNGT2"
"ENSG00000167085","ENSG00000167085","PHB"
"ENSG00000167088","ENSG00000167088","SNRPD1"
"ENSG00000167100","ENSG00000167100","SAMD14"
"ENSG00000167105","ENSG00000167105","TMEM92"
"ENSG00000167106","ENSG00000167106","FAM102A"
"ENSG00000167107","ENSG00000167107","ACSF2"
"ENSG00000167110","ENSG00000167110","GOLGA2"
"ENSG00000167112","ENSG00000167112","TRUB2"
"ENSG00000167113","ENSG00000167113","COQ4"
"ENSG00000167114","ENSG00000167114","SLC27A4"
"ENSG00000167118","ENSG00000167118","URM1"
"ENSG00000167123","ENSG00000167123","CERCAM"
"ENSG00000167130","ENSG00000167130","DOLPP1"
"ENSG00000167136","ENSG00000167136","ENDOG"
"ENSG00000167165","ENSG00000167165","UGT1A6"
"ENSG00000167173","ENSG00000167173","C15orf39"
"ENSG00000167182","ENSG00000167182","SP2"
"ENSG00000167183","ENSG00000167183","PRR15L"
"ENSG00000167186","ENSG00000167186","COQ7"
"ENSG00000167191","ENSG00000167191","GPRC5B"
"ENSG00000167193","ENSG00000167193","CRK"
"ENSG00000167196","ENSG00000167196","FBXO22"
"ENSG00000167202","ENSG00000167202","TBC1D2B"
"ENSG00000167207","ENSG00000167207","NOD2"
"ENSG00000167208","ENSG00000167208","SNX20"
"ENSG00000167216","ENSG00000167216","KATNAL2"
"ENSG00000167220","ENSG00000167220","HDHD2"
"ENSG00000167232","ENSG00000167232","ZNF91"
"ENSG00000167244","ENSG00000167244","IGF2"
"ENSG00000167257","ENSG00000167257","RNF214"
"ENSG00000167258","ENSG00000167258","CDK12"
"ENSG00000167261","ENSG00000167261","DPEP2"
"ENSG00000167264","ENSG00000167264","DUS2"
"ENSG00000167272","ENSG00000167272","POP5"
"ENSG00000167280","ENSG00000167280","ENGASE"
"ENSG00000167281","ENSG00000167281","RBFOX3"
"ENSG00000167283","ENSG00000167283","ATP5MG"
"ENSG00000167286","ENSG00000167286","CD3D"
"ENSG00000167291","ENSG00000167291","TBC1D16"
"ENSG00000167302","ENSG00000167302","TEPSIN"
"ENSG00000167306","ENSG00000167306","MYO5B"
"ENSG00000167311","ENSG00000167311","ART5"
"ENSG00000167315","ENSG00000167315","ACAA2"
"ENSG00000167323","ENSG00000167323","STIM1"
"ENSG00000167325","ENSG00000167325","RRM1"
"ENSG00000167333","ENSG00000167333","TRIM68"
"ENSG00000167363","ENSG00000167363","FN3K"
"ENSG00000167371","ENSG00000167371","PRRT2"
"ENSG00000167377","ENSG00000167377","ZNF23"
"ENSG00000167378","ENSG00000167378","IRGQ"
"ENSG00000167380","ENSG00000167380","ZNF226"
"ENSG00000167384","ENSG00000167384","ZNF180"
"ENSG00000167393","ENSG00000167393","PPP2R3B"
"ENSG00000167394","ENSG00000167394","ZNF668"
"ENSG00000167395","ENSG00000167395","ZNF646"
"ENSG00000167397","ENSG00000167397","VKORC1"
"ENSG00000167447","ENSG00000167447","SMG8"
"ENSG00000167460","ENSG00000167460","TPM4"
"ENSG00000167461","ENSG00000167461","RAB8A"
"ENSG00000167468","ENSG00000167468","GPX4"
"ENSG00000167470","ENSG00000167470","MIDN"
"ENSG00000167483","ENSG00000167483","NIBAN3"
"ENSG00000167487","ENSG00000167487","KLHL26"
"ENSG00000167491","ENSG00000167491","GATAD2A"
"ENSG00000167508","ENSG00000167508","MVD"
"ENSG00000167513","ENSG00000167513","CDT1"
"ENSG00000167515","ENSG00000167515","TRAPPC2L"
"ENSG00000167522","ENSG00000167522","ANKRD11"
"ENSG00000167523","ENSG00000167523","SPATA33"
"ENSG00000167524","ENSG00000167524","RSKR"
"ENSG00000167525","ENSG00000167525","PROCA1"
"ENSG00000167526","ENSG00000167526","RPL13"
"ENSG00000167528","ENSG00000167528","ZNF641"
"ENSG00000167535","ENSG00000167535","CACNB3"
"ENSG00000167536","ENSG00000167536","DHRS13"
"ENSG00000167543","ENSG00000167543","TP53I13"
"ENSG00000167548","ENSG00000167548","KMT2D"
"ENSG00000167549","ENSG00000167549","CORO6"
"ENSG00000167550","ENSG00000167550","RHEBL1"
"ENSG00000167552","ENSG00000167552","TUBA1A"
"ENSG00000167553","ENSG00000167553","TUBA1C"
"ENSG00000167555","ENSG00000167555","ZNF528"
"ENSG00000167562","ENSG00000167562","ZNF701"
"ENSG00000167565","ENSG00000167565","SERTAD3"
"ENSG00000167566","ENSG00000167566","NCKAP5L"
"ENSG00000167578","ENSG00000167578","RAB4B"
"ENSG00000167588","ENSG00000167588","GPD1"
"ENSG00000167595","ENSG00000167595","PROSER3"
"ENSG00000167600","ENSG00000167600","CYP2S1"
"ENSG00000167601","ENSG00000167601","AXL"
"ENSG00000167604","ENSG00000167604","NFKBID"
"ENSG00000167608","ENSG00000167608","TMC4"
"ENSG00000167612","ENSG00000167612","ANKRD33"
"ENSG00000167613","ENSG00000167613","LAIR1"
"ENSG00000167614","ENSG00000167614","TTYH1"
"ENSG00000167615","ENSG00000167615","LENG8"
"ENSG00000167617","ENSG00000167617","CDC42EP5"
"ENSG00000167625","ENSG00000167625","ZNF526"
"ENSG00000167632","ENSG00000167632","TRAPPC9"
"ENSG00000167635","ENSG00000167635","ZNF146"
"ENSG00000167637","ENSG00000167637","ZNF283"
"ENSG00000167641","ENSG00000167641","PPP1R14A"
"ENSG00000167642","ENSG00000167642","SPINT2"
"ENSG00000167645","ENSG00000167645","YIF1B"
"ENSG00000167646","ENSG00000167646","DNAAF3"
"ENSG00000167657","ENSG00000167657","DAPK3"
"ENSG00000167658","ENSG00000167658","EEF2"
"ENSG00000167664","ENSG00000167664","TMIGD2"
"ENSG00000167670","ENSG00000167670","CHAF1A"
"ENSG00000167671","ENSG00000167671","UBXN6"
"ENSG00000167674","ENSG00000167674","HDGFL2"
"ENSG00000167676","ENSG00000167676","PLIN4"
"ENSG00000167680","ENSG00000167680","SEMA6B"
"ENSG00000167685","ENSG00000167685","ZNF444"
"ENSG00000167693","ENSG00000167693","NXN"
"ENSG00000167695","ENSG00000167695","TLCD3A"
"ENSG00000167699","ENSG00000167699","GLOD4"
"ENSG00000167700","ENSG00000167700","MFSD3"
"ENSG00000167701","ENSG00000167701","GPT"
"ENSG00000167702","ENSG00000167702","KIFC2"
"ENSG00000167703","ENSG00000167703","SLC43A2"
"ENSG00000167705","ENSG00000167705","RILP"
"ENSG00000167711","ENSG00000167711","SERPINF2"
"ENSG00000167716","ENSG00000167716","WDR81"
"ENSG00000167720","ENSG00000167720","SRR"
"ENSG00000167721","ENSG00000167721","TSR1"
"ENSG00000167723","ENSG00000167723","TRPV3"
"ENSG00000167733","ENSG00000167733","HSD11B1L"
"ENSG00000167740","ENSG00000167740","CYB5D2"
"ENSG00000167741","ENSG00000167741","GGT6"
"ENSG00000167747","ENSG00000167747","C19orf48"
"ENSG00000167766","ENSG00000167766","ZNF83"
"ENSG00000167767","ENSG00000167767","KRT80"
"ENSG00000167770","ENSG00000167770","OTUB1"
"ENSG00000167772","ENSG00000167772","ANGPTL4"
"ENSG00000167775","ENSG00000167775","CD320"
"ENSG00000167778","ENSG00000167778","SPRYD3"
"ENSG00000167779","ENSG00000167779","IGFBP6"
"ENSG00000167780","ENSG00000167780","SOAT2"
"ENSG00000167785","ENSG00000167785","ZNF558"
"ENSG00000167792","ENSG00000167792","NDUFV1"
"ENSG00000167797","ENSG00000167797","CDK2AP2"
"ENSG00000167798","ENSG00000167798","C3P1"
"ENSG00000167799","ENSG00000167799","NUDT8"
"ENSG00000167815","ENSG00000167815","PRDX2"
"ENSG00000167840","ENSG00000167840","ZNF232"
"ENSG00000167842","ENSG00000167842","MIS12"
"ENSG00000167850","ENSG00000167850","CD300C"
"ENSG00000167851","ENSG00000167851","CD300A"
"ENSG00000167858","ENSG00000167858","TEKT1"
"ENSG00000167861","ENSG00000167861","HID1"
"ENSG00000167862","ENSG00000167862","MRPL58"
"ENSG00000167863","ENSG00000167863","ATP5PD"
"ENSG00000167874","ENSG00000167874","TMEM88"
"ENSG00000167881","ENSG00000167881","SRP68"
"ENSG00000167895","ENSG00000167895","TMC8"
"ENSG00000167900","ENSG00000167900","TK1"
"ENSG00000167904","ENSG00000167904","TMEM68"
"ENSG00000167910","ENSG00000167910","CYP7A1"
"ENSG00000167912","ENSG00000167912","LOC100505501"
"ENSG00000167920","ENSG00000167920","TMEM99"
"ENSG00000167925","ENSG00000167925","GHDC"
"ENSG00000167930","ENSG00000167930","FAM234A"
"ENSG00000167962","ENSG00000167962","ZNF598"
"ENSG00000167964","ENSG00000167964","RAB26"
"ENSG00000167965","ENSG00000167965","MLST8"
"ENSG00000167967","ENSG00000167967","E4F1"
"ENSG00000167968","ENSG00000167968","DNASE1L2"
"ENSG00000167969","ENSG00000167969","ECI1"
"ENSG00000167972","ENSG00000167972","ABCA3"
"ENSG00000167977","ENSG00000167977","KCTD5"
"ENSG00000167978","ENSG00000167978","SRRM2"
"ENSG00000167981","ENSG00000167981","ZNF597"
"ENSG00000167984","ENSG00000167984","NLRC3"
"ENSG00000167985","ENSG00000167985","SDHAF2"
"ENSG00000167986","ENSG00000167986","DDB1"
"ENSG00000167987","ENSG00000167987","VPS37C"
"ENSG00000167992","ENSG00000167992","VWCE"
"ENSG00000167994","ENSG00000167994","RAB3IL1"
"ENSG00000167995","ENSG00000167995","BEST1"
"ENSG00000167996","ENSG00000167996","FTH1"
"ENSG00000168000","ENSG00000168000","BSCL2"
"ENSG00000168002","ENSG00000168002","POLR2G"
"ENSG00000168003","ENSG00000168003","SLC3A2"
"ENSG00000168005","ENSG00000168005","SPINDOC"
"ENSG00000168010","ENSG00000168010","ATG16L2"
"ENSG00000168014","ENSG00000168014","C2CD3"
"ENSG00000168016","ENSG00000168016","TRANK1"
"ENSG00000168026","ENSG00000168026","TTC21A"
"ENSG00000168028","ENSG00000168028","RPSA"
"ENSG00000168036","ENSG00000168036","CTNNB1"
"ENSG00000168038","ENSG00000168038","ULK4"
"ENSG00000168040","ENSG00000168040","FADD"
"ENSG00000168056","ENSG00000168056","LTBP3"
"ENSG00000168060","ENSG00000168060","NAALADL1"
"ENSG00000168061","ENSG00000168061","SAC3D1"
"ENSG00000168062","ENSG00000168062","BATF2"
"ENSG00000168065","ENSG00000168065","SLC22A11"
"ENSG00000168066","ENSG00000168066","SF1"
"ENSG00000168067","ENSG00000168067","MAP4K2"
"ENSG00000168070","ENSG00000168070","MAJIN"
"ENSG00000168071","ENSG00000168071","CCDC88B"
"ENSG00000168077","ENSG00000168077","SCARA3"
"ENSG00000168078","ENSG00000168078","PBK"
"ENSG00000168079","ENSG00000168079","SCARA5"
"ENSG00000168090","ENSG00000168090","COPS6"
"ENSG00000168092","ENSG00000168092","PAFAH1B2"
"ENSG00000168096","ENSG00000168096","ANKS3"
"ENSG00000168101","ENSG00000168101","NUDT16L1"
"ENSG00000168116","ENSG00000168116","KIAA1586"
"ENSG00000168118","ENSG00000168118","RAB4A"
"ENSG00000168135","ENSG00000168135","KCNJ4"
"ENSG00000168137","ENSG00000168137","SETD5"
"ENSG00000168140","ENSG00000168140","VASN"
"ENSG00000168143","ENSG00000168143","FAM83B"
"ENSG00000168152","ENSG00000168152","THAP9"
"ENSG00000168159","ENSG00000168159","RNF187"
"ENSG00000168172","ENSG00000168172","HOOK3"
"ENSG00000168175","ENSG00000168175","MAPK1IP1L"
"ENSG00000168209","ENSG00000168209","DDIT4"
"ENSG00000168214","ENSG00000168214","RBPJ"
"ENSG00000168216","ENSG00000168216","LMBRD1"
"ENSG00000168228","ENSG00000168228","ZCCHC4"
"ENSG00000168229","ENSG00000168229","PTGDR"
"ENSG00000168234","ENSG00000168234","TTC39C"
"ENSG00000168237","ENSG00000168237","GLYCTK"
"ENSG00000168246","ENSG00000168246","UBTD2"
"ENSG00000168255","ENSG00000168255","POLR2J3"
"ENSG00000168256","ENSG00000168256","NKIRAS2"
"ENSG00000168259","ENSG00000168259","DNAJC7"
"ENSG00000168264","ENSG00000168264","IRF2BP2"
"ENSG00000168268","ENSG00000168268","NT5DC2"
"ENSG00000168273","ENSG00000168273","SMIM4"
"ENSG00000168275","ENSG00000168275","COA6"
"ENSG00000168280","ENSG00000168280","KIF5C"
"ENSG00000168282","ENSG00000168282","MGAT2"
"ENSG00000168283","ENSG00000168283","BMI1"
"ENSG00000168286","ENSG00000168286","THAP11"
"ENSG00000168288","ENSG00000168288","MMADHC"
"ENSG00000168291","ENSG00000168291","PDHB"
"ENSG00000168297","ENSG00000168297","PXK"
"ENSG00000168298","ENSG00000168298","H1-4"
"ENSG00000168300","ENSG00000168300","PCMTD1"
"ENSG00000168301","ENSG00000168301","KCTD6"
"ENSG00000168303","ENSG00000168303","MPLKIP"
"ENSG00000168306","ENSG00000168306","ACOX2"
"ENSG00000168309","ENSG00000168309","FAM107A"
"ENSG00000168310","ENSG00000168310","IRF2"
"ENSG00000168329","ENSG00000168329","CX3CR1"
"ENSG00000168334","ENSG00000168334","XIRP1"
"ENSG00000168350","ENSG00000168350","DEGS2"
"ENSG00000168356","ENSG00000168356","SCN11A"
"ENSG00000168374","ENSG00000168374","ARF4"
"ENSG00000168385","ENSG00000168385","SEPTIN2"
"ENSG00000168386","ENSG00000168386","FILIP1L"
"ENSG00000168389","ENSG00000168389","MFSD2A"
"ENSG00000168393","ENSG00000168393","DTYMK"
"ENSG00000168394","ENSG00000168394","TAP1"
"ENSG00000168395","ENSG00000168395","ING5"
"ENSG00000168397","ENSG00000168397","ATG4B"
"ENSG00000168398","ENSG00000168398","BDKRB2"
"ENSG00000168404","ENSG00000168404","MLKL"
"ENSG00000168405","ENSG00000168405","CMAHP"
"ENSG00000168411","ENSG00000168411","RFWD3"
"ENSG00000168421","ENSG00000168421","RHOH"
"ENSG00000168434","ENSG00000168434","COG7"
"ENSG00000168438","ENSG00000168438","CDC40"
"ENSG00000168439","ENSG00000168439","STIP1"
"ENSG00000168453","ENSG00000168453","HR"
"ENSG00000168461","ENSG00000168461","RAB31"
"ENSG00000168476","ENSG00000168476","REEP4"
"ENSG00000168477","ENSG00000168477","TNXB"
"ENSG00000168487","ENSG00000168487","BMP1"
"ENSG00000168488","ENSG00000168488","ATXN2L"
"ENSG00000168491","ENSG00000168491","CCDC110"
"ENSG00000168495","ENSG00000168495","POLR3D"
"ENSG00000168496","ENSG00000168496","FEN1"
"ENSG00000168497","ENSG00000168497","CAVIN2"
"ENSG00000168502","ENSG00000168502","MTCL1"
"ENSG00000168509","ENSG00000168509","HJV"
"ENSG00000168517","ENSG00000168517","HEXIM2"
"ENSG00000168522","ENSG00000168522","FNTA"
"ENSG00000168528","ENSG00000168528","SERINC2"
"ENSG00000168538","ENSG00000168538","TRAPPC11"
"ENSG00000168542","ENSG00000168542","COL3A1"
"ENSG00000168546","ENSG00000168546","GFRA2"
"ENSG00000168556","ENSG00000168556","ING2"
"ENSG00000168564","ENSG00000168564","CDKN2AIP"
"ENSG00000168566","ENSG00000168566","SNRNP48"
"ENSG00000168569","ENSG00000168569","TMEM223"
"ENSG00000168575","ENSG00000168575","SLC20A2"
"ENSG00000168591","ENSG00000168591","TMUB2"
"ENSG00000168610","ENSG00000168610","STAT3"
"ENSG00000168612","ENSG00000168612","ZSWIM1"
"ENSG00000168615","ENSG00000168615","ADAM9"
"ENSG00000168621","ENSG00000168621","GDNF"
"ENSG00000168646","ENSG00000168646","AXIN2"
"ENSG00000168653","ENSG00000168653","NDUFS5"
"ENSG00000168658","ENSG00000168658","VWA3B"
"ENSG00000168661","ENSG00000168661","ZNF30"
"ENSG00000168671","ENSG00000168671","UGT3A2"
"ENSG00000168672","ENSG00000168672","LRATD2"
"ENSG00000168675","ENSG00000168675","LDLRAD4"
"ENSG00000168679","ENSG00000168679","SLC16A4"
"ENSG00000168685","ENSG00000168685","IL7R"
"ENSG00000168701","ENSG00000168701","TMEM208"
"ENSG00000168702","ENSG00000168702","LRP1B"
"ENSG00000168710","ENSG00000168710","AHCYL1"
"ENSG00000168724","ENSG00000168724","DNAJC21"
"ENSG00000168734","ENSG00000168734","PKIG"
"ENSG00000168743","ENSG00000168743","NPNT"
"ENSG00000168746","ENSG00000168746","LINC01620"
"ENSG00000168758","ENSG00000168758","SEMA4C"
"ENSG00000168763","ENSG00000168763","CNNM3"
"ENSG00000168765","ENSG00000168765","GSTM4"
"ENSG00000168769","ENSG00000168769","TET2"
"ENSG00000168772","ENSG00000168772","CXXC4"
"ENSG00000168778","ENSG00000168778","TCTN2"
"ENSG00000168781","ENSG00000168781","PPIP5K1"
"ENSG00000168785","ENSG00000168785","TSPAN5"
"ENSG00000168792","ENSG00000168792","ABHD15"
"ENSG00000168795","ENSG00000168795","ZBTB5"
"ENSG00000168802","ENSG00000168802","CHTF8"
"ENSG00000168803","ENSG00000168803","ADAL"
"ENSG00000168806","ENSG00000168806","LCMT2"
"ENSG00000168807","ENSG00000168807","SNTB2"
"ENSG00000168813","ENSG00000168813","ZNF507"
"ENSG00000168818","ENSG00000168818","STX18"
"ENSG00000168826","ENSG00000168826","ZBTB49"
"ENSG00000168827","ENSG00000168827","GFM1"
"ENSG00000168852","ENSG00000168852","ENSG00000168852"
"ENSG00000168872","ENSG00000168872","DDX19A"
"ENSG00000168874","ENSG00000168874","ATOH8"
"ENSG00000168876","ENSG00000168876","ANKRD49"
"ENSG00000168883","ENSG00000168883","USP39"
"ENSG00000168884","ENSG00000168884","TNIP2"
"ENSG00000168887","ENSG00000168887","C2orf68"
"ENSG00000168890","ENSG00000168890","TMEM150A"
"ENSG00000168894","ENSG00000168894","RNF181"
"ENSG00000168899","ENSG00000168899","VAMP5"
"ENSG00000168904","ENSG00000168904","LRRC28"
"ENSG00000168906","ENSG00000168906","MAT2A"
"ENSG00000168913","ENSG00000168913","ENHO"
"ENSG00000168916","ENSG00000168916","ZNF608"
"ENSG00000168917","ENSG00000168917","SLC35G2"
"ENSG00000168918","ENSG00000168918","INPP5D"
"ENSG00000168924","ENSG00000168924","LETM1"
"ENSG00000168936","ENSG00000168936","TMEM129"
"ENSG00000168938","ENSG00000168938","PPIC"
"ENSG00000168939","ENSG00000168939","SPRY3"
"ENSG00000168944","ENSG00000168944","CEP120"
"ENSG00000168952","ENSG00000168952","STXBP6"
"ENSG00000168958","ENSG00000168958","MFF"
"ENSG00000168961","ENSG00000168961","LGALS9"
"ENSG00000168970","ENSG00000168970","JMJD7-PLA2G4B"
"ENSG00000168993","ENSG00000168993","CPLX1"
"ENSG00000168994","ENSG00000168994","PXDC1"
"ENSG00000168995","ENSG00000168995","SIGLEC7"
"ENSG00000169016","ENSG00000169016","E2F6"
"ENSG00000169018","ENSG00000169018","FEM1B"
"ENSG00000169019","ENSG00000169019","COMMD8"
"ENSG00000169020","ENSG00000169020","ATP5ME"
