"","original.FBgn","updated.FBgn","Entrez.NCBI.gene.ID","Symbol","KEGG.ID","cluster","mt","Chromosome","Location"
"FBgn0010044","FBgn0010044","FBgn0010044","48341","GstD8","dme:Dmel_CG4421",0,0,"3R",12380007
"FBgn0010051","FBgn0010051","FBgn0010051","40664","Itp-r83A","dme:Dmel_CG1063",3,0,"3R",5517116
"FBgn0010052","FBgn0010052","FBgn0010052","36780","Jhe","dme:Dmel_CG8425",4,0,"2R",16119792
"FBgn0010053","FBgn0010053","FBgn0010053","251984","Jheh1","dme:Dmel_CG15101",5,0,"2R",-18853433
"FBgn0010078","FBgn0010078","FBgn0010078","37628","RpL23","dme:Dmel_CG3661",5,0,"2R",22854382
"FBgn0010097","FBgn0010097","FBgn0010097","35199","gammaTub37C","dme:Dmel_CG17566",0,0,"2L",-19183862
"FBgn0010100","FBgn0010100","FBgn0010100","44149","Acon","dme:Dmel_CG9244",5,0,"2L",21168650
"FBgn0010105","FBgn0010105","FBgn0010105","39717","comm","dme:Dmel_CG17943",0,0,"3L",-15721510
"FBgn0010113","FBgn0010113","FBgn0010113","43604","hdc","dme:Dmel_CG15532",0,0,"3R",30357859
"FBgn0010114","FBgn0010114","FBgn0010114","35949","hig","dme:Dmel_CG2040",0,0,"2R",-9227784
"FBgn0010173","FBgn0010173","FBgn0010173","40972","RpA-70","dme:Dmel_CG9633",0,0,"3R",-8262119
"FBgn0010194","FBgn0010194","FBgn0010194","32838","Wnt5","dme:Dmel_CG6407",4,0,"X",-18501400
"FBgn0010197","FBgn0010197","FBgn0010197","34553","Gyc32E","dme:Dmel_CG33114",0,0,"2L",-11138758
"FBgn0010198","FBgn0010198","FBgn0010198","44150","RpS15Aa","dme:Dmel_CG2033",5,0,"X",-13335772
"FBgn0010213","FBgn0010213","FBgn0010213","36878","Sod2","dme:Dmel_CG8905",5,0,"2R",-16772915
"FBgn0010215","FBgn0010215","FBgn0010215","40517","alpha-Cat","dme:Dmel_CG17947",0,0,"3L",-23318645
"FBgn0010217","FBgn0010217","FBgn0010217","43829","ATPsynbeta","dme:Dmel_CG11154",5,0,"4",1031863
"FBgn0010220","FBgn0010220","FBgn0010220","35917","Dbp45A","dme:Dmel_CG12759",0,0,"2R",9087833
"FBgn0010222","FBgn0010222","FBgn0010222","47895","Nmdmc","dme:Dmel_CG18466",2,0,"3R",-9042507
"FBgn0010223","FBgn0010223","FBgn0010223","39861","Galphaf","dme:Dmel_CG12232",2,0,"3L",-16662556
"FBgn0010225","FBgn0010225","FBgn0010225","46008","Gel","dme:Dmel_CG1106",5,0,"3R",4235216
"FBgn0010226","FBgn0010226","FBgn0010226","36927","GstS1","dme:Dmel_CG8938",1,0,"2R",-17093245
"FBgn0010228","FBgn0010228","FBgn0010228","37480","HmgZ","dme:Dmel_CG17921",3,0,"2R",-21697487
"FBgn0010235","FBgn0010235","FBgn0010235","39445","Klc","dme:Dmel_CG5433",5,0,"3L",-12746615
"FBgn0010238","FBgn0010238","FBgn0010238","36363","Lac","dme:Dmel_CG12369",0,0,"2R",12453189
"FBgn0010240","FBgn0010240","FBgn0010240","32554","Lcch3","dme:Dmel_CG17336",0,0,"X",15925104
"FBgn0010241","FBgn0010241","FBgn0010241","36582","Mdr50","dme:Dmel_CG8523",0,0,"2R",14246965
"FBgn0010246","FBgn0010246","FBgn0010246","38153","Myo61F","dme:Dmel_CG9155",2,0,"3L",1324562
"FBgn0010247","FBgn0010247","FBgn0010247","3355109","Parp","dme:Dmel_CG40411",0,0,"3R",-3461350
"FBgn0010258","FBgn0010258","FBgn0010258","41668","Rbp4","dme:Dmel_CG9654",1,0,"3R",-13654555
"FBgn0010263","FBgn0010263","FBgn0010263","33498","Rbp9","dme:Dmel_CG3151",0,0,"2L",2959146
"FBgn0010265","FBgn0010265","FBgn0010265","34149","RpS13","dme:Dmel_CG13389",5,0,"2L",-8363476
"FBgn0010269","FBgn0010269","FBgn0010269","31872","Dsor1","dme:Dmel_CG15793",0,0,"X",9247628
"FBgn0010278","FBgn0010278","FBgn0010278","37767","Ssrp","dme:Dmel_CG4817",0,0,"2R",-23806360
"FBgn0010280","FBgn0010280","FBgn0010280","39765","Taf4","dme:Dmel_CG5444",0,0,"3L",16113211
"FBgn0010282","FBgn0010282","FBgn0010282","40790","TfIIFalpha","dme:Dmel_CG10281",0,0,"3R",6380466
"FBgn0010287","FBgn0010287","FBgn0010287","34102","Trf","dme:Dmel_CG7562",0,0,"2L",8072894
"FBgn0010288","FBgn0010288","FBgn0010288","33397","Uch","dme:Dmel_CG4265",4,0,"2L",-2212737
"FBgn0010292","FBgn0010292","FBgn0010292","31701","bys","dme:Dmel_CG1430",0,0,"X",7901879
"FBgn0010300","FBgn0010300","FBgn0010300","35197","brat","dme:Dmel_CG10719",0,0,"2L",19133815
"FBgn0010303","FBgn0010303","FBgn0010303","32256","hep","dme:Dmel_CG4353",5,0,"X",-13079730
"FBgn0010309","FBgn0010309","FBgn0010309","35200","pigeon","dme:Dmel_CG10739",4,0,"2L",19186042
"FBgn0010313","FBgn0010313","FBgn0010313","40616","corto","dme:Dmel_CG2530",5,0,"3R",-5084036
"FBgn0010314","FBgn0010314","FBgn0010314","34250","Cks30A","dme:Dmel_CG3738",1,0,"2L",9330762
"FBgn0010315","FBgn0010315","FBgn0010315","32551","CycD","dme:Dmel_CG9096",3,0,"X",-15906821
"FBgn0010316","FBgn0010316","FBgn0010316","36001","dap","dme:Dmel_CG1772",0,0,"2R",9712320
"FBgn0010317","FBgn0010317","FBgn0010317","38428","CycJ","dme:Dmel_CG10308",1,0,"3L",3466427
"FBgn0010328","FBgn0010328","FBgn0010328","47249","woc","dme:Dmel_CG5965",5,0,"3R",-27256594
"FBgn0010329","FBgn0010329","FBgn0010329","31718","Tbh","dme:Dmel_CG1543",0,0,"X",7995696
"FBgn0010333","FBgn0010333","FBgn0010333","38146","Rac1","dme:Dmel_CG2248",0,0,"3L",-1300965
"FBgn0010339","FBgn0010339","FBgn0010339","36288","128up","dme:Dmel_CG8340",0,0,"2R",12037297
"FBgn0010340","FBgn0010340","FBgn0010340","41720","140up","dme:Dmel_CG9852",0,0,"3R",-14124425
"FBgn0010341","FBgn0010341","FBgn0010341","32981","Cdc42","dme:Dmel_CG12530",3,0,"X",19697090
"FBgn0010342","FBgn0010342","FBgn0010342","35991","Map60","dme:Dmel_CG1825",0,0,"2R",9590866
"FBgn0010348","FBgn0010348","FBgn0010348","40506","Arf79F","dme:Dmel_CG8385",5,0,"3L",-22868507
"FBgn0010350","FBgn0010350","FBgn0010350","43950","CdsA","dme:Dmel_CG7962",5,0,"3L",8128053
"FBgn0010352","FBgn0010352","FBgn0010352","39899","Nc73EF","dme:Dmel_CG11661",2,0,"3L",16957438
"FBgn0010355","FBgn0010355","FBgn0010355","40813","Taf1","dme:Dmel_CG17603",0,0,"3R",6646888
"FBgn0010356","FBgn0010356","FBgn0010356","47900","Taf5","dme:Dmel_CG7704",0,0,"2R",-10877311
"FBgn0010357","FBgn0010357","FBgn0010357","47901","betaTry","dme:Dmel_CG18211",0,0,"2R",11346324
"FBgn0010358","FBgn0010358","FBgn0010358","48343","deltaTry","dme:Dmel_CG12351",0,0,"2R",11355318
"FBgn0010359","FBgn0010359","FBgn0010359","36221","gammaTry","dme:Dmel_CG30028",0,0,"2R",-11349060
"FBgn0010379","FBgn0010379","FBgn0010379","41957","Akt1","dme:Dmel_CG4006",0,0,"3R",16099227
"FBgn0010380","FBgn0010380","FBgn0010380","32987","AP-1-2beta","dme:Dmel_CG12532",5,0,"X",19731003
"FBgn0261548","FBgn0261548","FBgn0283741","31136","prage","dme:Dmel_CG42666",0,0,"X",1831302
"FBgn0010382","FBgn0010382","FBgn0010382","34924","CycE","dme:Dmel_CG3938",0,0,"2L",-15727783
"FBgn0010383","FBgn0010383","FBgn0010383","32858","Cyp18a1","dme:Dmel_CG6816",3,0,"X",-18688537
"FBgn0010385","FBgn0010385","FBgn0010385","36047","Def","dme:Dmel_CG1385",0,0,"2R",-10054177
"FBgn0010387","FBgn0010387","FBgn0010387","38784","Dbi","dme:Dmel_CG8627",3,0,"3L",7131862
"FBgn0010388","FBgn0010388","FBgn0010388","36635","Dro","dme:Dmel_CG10816",0,0,"2R",14745960
"FBgn0010389","FBgn0010389","FBgn0010389","42160","htl","dme:Dmel_CG7223",0,0,"3R",-18045215
"FBgn0010391","FBgn0010391","FBgn0010391","47251","Gtp-bp","dme:Dmel_CG2522",5,0,"X",-11126876
"FBgn0010395","FBgn0010395","FBgn0010395","35368","Itgbn","dme:Dmel_CG1762",0,0,"2L",21053032
"FBgn0010397","FBgn0010397","FBgn0010397","36615","LamC","dme:Dmel_CG10119",5,0,"2R",-14570809
"FBgn0010398","FBgn0010398","FBgn0010398","34449","Lrr47","dme:Dmel_CG6098",0,0,"2L",10517334
"FBgn0010399","FBgn0010399","FBgn0010399","40665","Nmdar1","dme:Dmel_CG2902",0,0,"3R",-5508841
"FBgn0010401","FBgn0010401","FBgn0010401","40942","Os-C","dme:Dmel_CG3250",5,0,"3R",7978958
"FBgn0010403","FBgn0010403","FBgn0010403","40738","Obp83b","dme:Dmel_CG11422",5,0,"3R",-5976176
"FBgn0010406","FBgn0010406","FBgn0010406","38885","RNaseX25","dme:Dmel_CG8194",0,0,"3L",7970587
"FBgn0010407","FBgn0010407","FBgn0010407","34367","Ror","dme:Dmel_CG4926",0,0,"2L",10251842
"FBgn0010408","FBgn0010408","FBgn0010408","39108","RpS9","dme:Dmel_CG3395",5,0,"3L",-9509889
"FBgn0010409","FBgn0010409","FBgn0010409","36985","RpL18A","dme:Dmel_CG6510",5,0,"2R",-17546405
"FBgn0010411","FBgn0010411","FBgn0010411","37292","RpS18","dme:Dmel_CG8900",5,0,"2R",20264069
"FBgn0010412","FBgn0010412","FBgn0010412","32635","RpS19a","dme:Dmel_CG4464",5,0,"X",16637893
"FBgn0010414","FBgn0010414","FBgn0010414","37895","SerT","dme:Dmel_CG4545",0,0,"2R",-24404594
"FBgn0010415","FBgn0010415","FBgn0010415","37447","Sdc","dme:Dmel_CG10497",5,0,"2R",-21393616
"FBgn0010416","FBgn0010416","FBgn0010416","32607","TH1","dme:Dmel_CG9984",0,0,"X",-16389149
"FBgn0010417","FBgn0010417","FBgn0010417","40134","Taf6","dme:Dmel_CG32211",0,0,"3L",19599087
"FBgn0010421","FBgn0010421","FBgn0010421","41290","TfIIFbeta","dme:Dmel_CG6538",0,0,"3R",-10766621
"FBgn0010422","FBgn0010422","FBgn0010422","34883","TfIIS","dme:Dmel_CG3710",0,0,"2L",-15058918
"FBgn0010423","FBgn0010423","FBgn0010423","36195","TpnC47D","dme:Dmel_CG9073",5,0,"2R",-11274034
"FBgn0010424","FBgn0010424","FBgn0010424","39916","TpnC73F","dme:Dmel_CG7930",3,0,"3L",17046159
"FBgn0010425","FBgn0010425","FBgn0010425","49080","epsilonTry","dme:Dmel_CG18681",0,0,"2R",-11345236
"FBgn0010431","FBgn0010431","FBgn0010431","38958","mtrm","dme:Dmel_CG18543",0,0,"3L",8413011
"FBgn0010434","FBgn0010434","FBgn0010434","37205","cora","dme:Dmel_CG11949",5,0,"2R",19229062
"FBgn0010435","FBgn0010435","FBgn0010435","37999","emp","dme:Dmel_CG2727",0,0,"2R",-24976604
"FBgn0010438","FBgn0010438","FBgn0010438","41968","mtSSB","dme:Dmel_CG4337",0,0,"3R",-16204193
"FBgn0010441","FBgn0010441","FBgn0010441","43283","pll","dme:Dmel_CG5974",0,0,"3R",-27251130
"FBgn0010452","FBgn0010452","FBgn0010452","39491","trn","dme:Dmel_CG11280",0,0,"3L",13114270
"FBgn0010453","FBgn0010453","FBgn0010453","34007","Wnt4","dme:Dmel_CG4698",0,0,"2L",-7255418
"FBgn0010470","FBgn0010470","FBgn0010470","37449","Fkbp14","dme:Dmel_CG9847",5,0,"2R",-21487166
"FBgn0010473","FBgn0010473","FBgn0010473","46015","tutl","dme:Dmel_CG15427",0,0,"2L",4283147
"FBgn0010482","FBgn0010482","FBgn0010482","46017","l(2)01289","dme:Dmel_CG9432",3,0,"2R",-6726836
"FBgn0010488","FBgn0010488","FBgn0010488","46020","NAT1","dme:Dmel_CG3845",0,0,"2R",12915993
"FBgn0010497","FBgn0010497","FBgn0010497","47253","dmGlut","dme:Dmel_CG5304",2,0,"2L",12027437
"FBgn0010501","FBgn0010501","FBgn0010501","37729","Dcp-1","dme:Dmel_CG5370",2,0,"2R",23551312
"FBgn0010504","FBgn0010504","FBgn0010504","46027","kermit","dme:Dmel_CG11546",1,0,"2R",-8146917
"FBgn0010516","FBgn0010516","FBgn0010516","36252","wal","dme:Dmel_CG8996",5,0,"2R",-11688935
"FBgn0010520","FBgn0010520","FBgn0010520","46032","Bka","dme:Dmel_CG4539",0,0,"2L",9895286
"FBgn0010531","FBgn0010531","FBgn0010531","46035","Ccs","dme:Dmel_CG17753",5,0,"2R",-10121485
"FBgn0010548","FBgn0010548","FBgn0010548","45398","Aldh-III","dme:Dmel_CG11140",3,0,"2R",-7466878
"FBgn0010549","FBgn0010549","FBgn0010549","47905","l(2)03659","dme:Dmel_CG8799",1,0,"2R",9390164
"FBgn0010551","FBgn0010551","FBgn0010551","46038","Phb2","dme:Dmel_CG15081",0,0,"2R",18819466
"FBgn0261451","FBgn0261451","FBgn0284408","45320","trol","dme:Dmel_CG33950",3,0,"X",-2470459
"FBgn0010583","FBgn0010583","FBgn0010583","33262","dock","dme:Dmel_CG3727",0,0,"2L",825968
"FBgn0010590","FBgn0010590","FBgn0010590","46058","Prosbeta1","dme:Dmel_CG8392",5,0,"2R",-16013804
"FBgn0010591","FBgn0010591","FBgn0010591","46059","Sply","dme:Dmel_CG8946",3,0,"2R",-17088440
"FBgn0010602","FBgn0010602","FBgn0010602","33226","lwr","dme:Dmel_CG3018",0,0,"2L",-541236
"FBgn0010607","FBgn0010607","FBgn0010607","46066","l(2)05714","dme:Dmel_CG8886",0,0,"2L",-4970134
"FBgn0010611","FBgn0010611","FBgn0010611","44154","Hmgs","dme:Dmel_CG4311",5,0,"2R",16336089
"FBgn0010612","FBgn0010612","FBgn0010612","46069","ATPsynG","dme:Dmel_CG6105",5,0,"2L",-10975777
"FBgn0010620","FBgn0010620","FBgn0010620","44155","CG10939","dme:Dmel_CG10939",0,0,"2R",17394592
"FBgn0010621","FBgn0010621","FBgn0010621","36308","CCT5","dme:Dmel_CG8439",0,0,"2R",12174801
"FBgn0010622","FBgn0010622","FBgn0010622","46074","DCTN3-p24","dme:Dmel_CG9893",5,0,"2R",-23061419
"FBgn0010638","FBgn0010638","FBgn0010638","46080","Sec61beta","dme:Dmel_CG10130",5,0,"2R",14618770
"FBgn0010651","FBgn0010651","FBgn0010651","46085","MFS14","dme:Dmel_CG15095",3,0,"2R",-18797263
"FBgn0010660","FBgn0010660","FBgn0010660","46091","Nup214","dme:Dmel_CG3820",0,0,"2R",-22918936
"FBgn0010741","FBgn0010741","FBgn0010741","46121","Pfdn2","dme:Dmel_CG6302",0,0,"3L",-11073465
"FBgn0010747","FBgn0010747","FBgn0010747","38593","Srp54k","dme:Dmel_CG4659",0,0,"3L",5152677
"FBgn0010750","FBgn0010750","FBgn0010750","40593","atms","dme:Dmel_CG2503",0,0,"3R",4775604
"FBgn0010762","FBgn0010762","FBgn0010762","39212","simj","dme:Dmel_CG32067",0,0,"3L",10664738
"FBgn0010768","FBgn0010768","FBgn0010768","42300","sqz","dme:Dmel_CG5557",0,0,"3R",19164210
"FBgn0010770","FBgn0010770","FBgn0010770","42502","ppan","dme:Dmel_CG5786",0,0,"3R",21116253
"FBgn0010772","FBgn0010772","FBgn0010772","40699","Xe7","dme:Dmel_CG2179",0,0,"3R",-5665138
"FBgn0010774","FBgn0010774","FBgn0010774","44029","Ref1","dme:Dmel_CG1101",0,0,"3R",-7077903
"FBgn0010786","FBgn0010786","FBgn0010786","46140","l(3)02640","dme:Dmel_CG9165",0,0,"3L",1334888
"FBgn0010803","FBgn0010803","FBgn0010803","45399","TrpRS","dme:Dmel_CG9735",4,0,"3R",-9265026
"FBgn0010808","FBgn0010808","FBgn0010808","43672","Chchd3","dme:Dmel_CG1715",5,0,"3R",-31052615
"FBgn0010812","FBgn0010812","FBgn0010812","44910","unc-45","dme:Dmel_CG2708",0,0,"3R",8033300
"FBgn0010825","FBgn0010825","FBgn0010825","46156","Gug","dme:Dmel_CG6964",3,0,"3L",8449921
"FBgn0010830","FBgn0010830","FBgn0010830","46158","l(3)04053","dme:Dmel_CG11238",0,0,"3L",-22738601
"FBgn0010877","FBgn0010877","FBgn0010877","47260","l(3)05822","dme:Dmel_CG7129",0,0,"3R",-18288865
"FBgn0010894","FBgn0010894","FBgn0010894","46187","sinu","dme:Dmel_CG10624",0,0,"3L",-5559469
"FBgn0010905","FBgn0010905","FBgn0010905","46194","Spn","dme:Dmel_CG16757",5,0,"3L",-2508046
"FBgn0010909","FBgn0010909","FBgn0010909","44030","msn","dme:Dmel_CG16973",5,0,"3L",-2554846
"FBgn0010926","FBgn0010926","FBgn0010926","46201","l(3)07882","dme:Dmel_CG5824",0,0,"3R",-17536931
"FBgn0011016","FBgn0011016","FBgn0011016","39768","SsRbeta","dme:Dmel_CG5474",0,0,"3L",16129616
"FBgn0011020","FBgn0011020","FBgn0011020","40859","Sas-4","dme:Dmel_CG10061",0,0,"3R",7151366
"FBgn0011202","FBgn0011202","FBgn0011202","35340","dia","dme:Dmel_CG1768",5,0,"2L",20758143
"FBgn0011204","FBgn0011204","FBgn0011204","38174","cue","dme:Dmel_CG12086",0,0,"3L",-1503225
"FBgn0011205","FBgn0011205","FBgn0011205","46234","fbl","dme:Dmel_CG5725",3,0,"3L",20389163
"FBgn0011206","FBgn0011206","FBgn0011206","39049","bol","dme:Dmel_CG4760",1,0,"3L",-9101640
"FBgn0011207","FBgn0011207","FBgn0011207","34286","pelo","dme:Dmel_CG3959",0,0,"2L",9700809
"FBgn0011211","FBgn0011211","FBgn0011211","37617","blw","dme:Dmel_CG3612",5,0,"2R",22799098
"FBgn0011217","FBgn0011217","FBgn0011217","41785","eff","dme:Dmel_CG7425",0,0,"3R",-14732704
"FBgn0011224","FBgn0011224","FBgn0011224","48571","heph","dme:Dmel_CG31000",1,0,"3R",-31851019
"FBgn0011225","FBgn0011225","FBgn0011225","42889","jar","dme:Dmel_CG5695",0,0,"3R",-24252872
"FBgn0011227","FBgn0011227","FBgn0011227","45401","ox","dme:Dmel_CG8764",5,0,"2R",-12757132
"FBgn0011230","FBgn0011230","FBgn0011230","46243","poe","dme:Dmel_CG14472",5,0,"2L",-8054379
"FBgn0011232","FBgn0011232","FBgn0011232","47942","scat","dme:Dmel_CG3766",5,0,"2L",9431404
"FBgn0011236","FBgn0011236","FBgn0011236","37785","ken","dme:Dmel_CG5575",0,0,"2R",23870272
"FBgn0011239","FBgn0011239","FBgn0011239","49529","ms(2)35Ci","dme:Dmel_CG31733",1,0,"2L",15292467
"FBgn0261362","FBgn0261362","FBgn0283437","37044","PPO1","dme:Dmel_CG42639",0,0,"2R",-17887219
"FBgn0011244","FBgn0011244","FBgn0011244","48572","Hsp60B","dme:Dmel_CG2830",1,0,"2L",728361
"FBgn0011259","FBgn0011259","FBgn0011259","34192","Sema1a","dme:Dmel_CG18405",0,0,"2L",8543329
"FBgn0011260","FBgn0011260","FBgn0011260","36846","Sema2a","dme:Dmel_CG4700",0,0,"2R",16516453
"FBgn0011270","FBgn0011270","FBgn0011270","46246","Pglym87","dme:Dmel_CG17645",1,0,"3R",-12231644
"FBgn0011272","FBgn0011272","FBgn0011272","34329","RpL13","dme:Dmel_CG4651",5,0,"2L",9967329
"FBgn0011274","FBgn0011274","FBgn0011274","35045","Dif","dme:Dmel_CG6794",5,0,"2L",-17413247
"FBgn0011278","FBgn0011278","FBgn0011278","42542","lbe","dme:Dmel_CG6545",0,0,"3R",-21441576
"FBgn0011279","FBgn0011279","FBgn0011279","39411","Obp69a","dme:Dmel_CG10436",0,0,"3L",12396170
"FBgn0011280","FBgn0011280","FBgn0011280","33040","Obp19d","dme:Dmel_CG1668",5,0,"X",20420089
"FBgn0011281","FBgn0011281","FBgn0011281","40737","Obp83a","dme:Dmel_CG11421",0,0,"3R",-5972154
"FBgn0011283","FBgn0011283","FBgn0011283","34031","Obp28a","dme:Dmel_CG6641",0,0,"2L",-7496790
"FBgn0011284","FBgn0011284","FBgn0011284","39484","RpS4","dme:Dmel_CG11276",5,0,"3L",13041800
"FBgn0011286","FBgn0011286","FBgn0011286","49090","RyR","dme:Dmel_CG10844",3,0,"2R",8860398
"FBgn0011288","FBgn0011288","FBgn0011288","3355084","Snap25","dme:Dmel_CG40452",0,0,"3L",24074179
"FBgn0011289","FBgn0011289","FBgn0011289","43284","TfIIA-L","dme:Dmel_CG5930",5,0,"3R",27253429
"FBgn0011290","FBgn0011290","FBgn0011290","41406","Taf12","dme:Dmel_CG17358",0,0,"3R",-11678385
"FBgn0011291","FBgn0011291","FBgn0011291","34293","Taf11","dme:Dmel_CG4079",0,0,"2L",-9762423
"FBgn0011293","FBgn0011293","FBgn0011293","39906","a10","dme:Dmel_CG6642",0,0,"3L",-17023122
"FBgn0011294","FBgn0011294","FBgn0011294","33317","a5","dme:Dmel_CG5430",0,0,"2L",1329160
"FBgn0011296","FBgn0011296","FBgn0011296","37744","l(2)efl","dme:Dmel_CG4533",5,0,"2R",-23684650
"FBgn0011297","FBgn0011297","FBgn0011297","37754","l(2)not","dme:Dmel_CG4084",0,0,"2R",-23705438
"FBgn0011300","FBgn0011300","FBgn0011300","35900","babo","dme:Dmel_CG8224",5,0,"2R",8952338
"FBgn0011305","FBgn0011305","FBgn0011305","34370","Rsf1","dme:Dmel_CG5655",0,0,"2L",-10261794
"FBgn0011327","FBgn0011327","FBgn0011327","39102","Uch-L5","dme:Dmel_CG3431",1,0,"3L",-9475492
"FBgn0011335","FBgn0011335","FBgn0011335","39374","vers","dme:Dmel_CG6801",0,0,"3L",12116100
"FBgn0011336","FBgn0011336","FBgn0011336","43005","Stt3B","dme:Dmel_CG7748",5,0,"3R",-25066711
"FBgn0011361","FBgn0011361","FBgn0011361","38154","ND-ACP","dme:Dmel_CG9160",5,0,"3L",1329948
"FBgn0011455","FBgn0011455","FBgn0011455","46260","ND-SGDH","dme:Dmel_CG9762",5,0,"3L",-12137495
"FBgn0011474","FBgn0011474","FBgn0011474","41743","PR-Set7","dme:Dmel_CG3307",0,0,"3R",14316037
"FBgn0011476","FBgn0011476","FBgn0011476","41851","l(3)neo43","dme:Dmel_CG14865",0,0,"3R",-15278147
"FBgn0011481","FBgn0011481","FBgn0011481","42177","Ssdp","dme:Dmel_CG7187",3,0,"3R",-18194859
"FBgn0011509","FBgn0011509","FBgn0011509","47283","SrpRbeta","dme:Dmel_CG33162",5,0,"3L",-8719099
"FBgn0011554","FBgn0011554","FBgn0011554","36217","etaTry","dme:Dmel_CG12386",2,0,"2R",-11340512
"FBgn0011555","FBgn0011555","FBgn0011555","36218","thetaTry","dme:Dmel_CG12385",0,0,"2R",-11341713
"FBgn0011556","FBgn0011556","FBgn0011556","36216","zetaTry","dme:Dmel_CG12387",0,0,"2R",-11339185
"FBgn0011559","FBgn0011559","FBgn0011559","35096","Acp36DE","dme:Dmel_CG7157",4,0,"2L",-18356046
"FBgn0011566","FBgn0011566","FBgn0011566","44554","Smyd3","dme:Dmel_CG13761",0,0,"X",-2606679
"FBgn0011569","FBgn0011569","FBgn0011569","45432","can","dme:Dmel_CG6577",1,0,"3L",-10263908
"FBgn0011570","FBgn0011570","FBgn0011570","33346","cpb","dme:Dmel_CG17158",5,0,"2L",1705130
"FBgn0261241","FBgn0261241","FBgn0285911","41107","Vps16A","dme:Dmel_CG8454",0,0,"3R",9267018
"FBgn0011573","FBgn0011573","FBgn0011573","38232","Cdc37","dme:Dmel_CG12019",0,0,"3L",1795391
"FBgn0011576","FBgn0011576","FBgn0011576","31192","Cyp4d2","dme:Dmel_CG3466",0,0,"X",2176005
"FBgn0011581","FBgn0011581","FBgn0011581","44324","Ms","dme:Dmel_CG6440",0,0,"3R",24341550
"FBgn0011582","FBgn0011582","FBgn0011582","41726","Dop1R1","dme:Dmel_CG9652",0,0,"3R",-14177282
"FBgn0011584","FBgn0011584","FBgn0011584","34333","Trp1","dme:Dmel_CG4758",0,0,"2L",10010353
"FBgn0011586","FBgn0011586","FBgn0011586","43951","e(r)","dme:Dmel_CG1871",0,0,"X",-8904143
"FBgn0011589","FBgn0011589","FBgn0011589","37047","Elk","dme:Dmel_CG5076",0,0,"2R",17873938
"FBgn0011591","FBgn0011591","FBgn0011591","40314","fng","dme:Dmel_CG10580",0,0,"3L",-20925890
"FBgn0011592","FBgn0011592","FBgn0011592","36377","fra","dme:Dmel_CG8581",0,0,"2R",12529052
"FBgn0011596","FBgn0011596","FBgn0011596","42745","fzo","dme:Dmel_CG4568",1,0,"3R",-23201643
"FBgn0011603","FBgn0011603","FBgn0011603","33659","ine","dme:Dmel_CG15444",4,0,"2L",-4467999
"FBgn0011604","FBgn0011604","FBgn0011604","36390","Iswi","dme:Dmel_CG8625",4,0,"2R",12636670
"FBgn0011606","FBgn0011606","FBgn0011606","31240","Klp3A","dme:Dmel_CG8590",1,0,"X",-2599445
"FBgn0011638","FBgn0011638","FBgn0011638","35305","La","dme:Dmel_CG10922",0,0,"2L",-20348392
"FBgn0011640","FBgn0011640","FBgn0011640","38811","lark","dme:Dmel_CG8597",0,0,"3L",7339463
"FBgn0011642","FBgn0011642","FBgn0011642","317824","Zyx","dme:Dmel_CG32018",0,0,"4",-1057364
"FBgn0011648","FBgn0011648","FBgn0011648","33529","Mad","dme:Dmel_CG12399",0,0,"2L",-3146055
"FBgn0011655","FBgn0011655","FBgn0011655","43725","Med","dme:Dmel_CG1775",0,0,"3R",31611045
"FBgn0011656","FBgn0011656","FBgn0011656","36032","Mef2","dme:Dmel_CG1429",5,0,"2R",-9916117
"FBgn0011659","FBgn0011659","FBgn0011659","35796","Mlh1","dme:Dmel_CG11482",0,0,"2R",8170273
"FBgn0011660","FBgn0011660","FBgn0011660","36705","Pms2","dme:Dmel_CG8169",1,0,"2R",-15368073
"FBgn0011661","FBgn0011661","FBgn0011661","31816","Moe","dme:Dmel_CG10701",5,0,"X",-8873011
"FBgn0011666","FBgn0011666","FBgn0011666","43087","msi","dme:Dmel_CG5099",0,0,"3R",25518322
"FBgn0011668","FBgn0011668","FBgn0011668","47954","Mst57Da","dme:Dmel_CG9074",4,0,"3R",-25831574
"FBgn0011669","FBgn0011669","FBgn0011669","43122","Mst57Db","dme:Dmel_CG5016",4,0,"3R",-25830719
"FBgn0011670","FBgn0011670","FBgn0011670","43121","Mst57Dc","dme:Dmel_CG4986",4,0,"3R",-25829320
"FBgn0011672","FBgn0011672","FBgn0011672","42490","Mvl","dme:Dmel_CG3671",5,0,"3R",-21051561
"FBgn0011674","FBgn0011674","FBgn0011674","37355","insc","dme:Dmel_CG11312",3,0,"2R",-20821261
"FBgn0011676","FBgn0011676","FBgn0011676","34495","Nos","dme:Dmel_CG6713",0,0,"2L",-10804273
"FBgn0011692","FBgn0011692","FBgn0011692","38515","pav","dme:Dmel_CG1258",1,0,"3L",4242733
"FBgn0011693","FBgn0011693","FBgn0011693","39812","Pdh","dme:Dmel_CG4899",2,0,"3L",-16353232
"FBgn0011694","FBgn0011694","FBgn0011694","326108","EbpII","dme:Dmel_CG2665",0,0,"2R",-25173796
"FBgn0011695","FBgn0011695","FBgn0011695","49821","EbpIII","dme:Dmel_CG11390",0,0,"2R",24026545
"FBgn0011701","FBgn0011701","FBgn0011701","47285","repo","dme:Dmel_CG31240",0,0,"3R",18236191
