© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
GATA2	 	transcription regulator	Activated	2.121	9.56E-02	1.78E-01	CCL3L3,CDKN1A,CEBPE,CXCL2,DMBT1,HMOX1,HNF4A,KLF4,Retnlg,SUCNR1,TFRC,TNF,TUBA8,UGT2B7	 
Ifnar	 	group	Activated	2.284	1.34E-01	2.12E-01	APOBEC3B,DDIT3,IL1B,Mx2,NLRP3,TNF	 
IRF1	 	transcription regulator	 	1.945	2.11E-01	2.80E-01	CXCL2,IL1B,MYC,TNF	 
DICER1	 	enzyme	Inhibited	-2.019	2.31E-01	2.96E-01	CASP3,CDKN1A,Cxcl11,HES1,HNRNPH1,IL1B,MYC,NPHS1,PDCD4,SERPINE1,SOCS3	 
TSC2	 	other	Inhibited	-2.236	2.32E-01	2.97E-01	BCL3,CDKN1A,IRS2,PPP1R3B,SOCS3	 
PTGER2	-1.540	G-protein coupled receptor	Activated	2.183	2.60E-01	3.21E-01	CCL3L3,IL1A,IL1B,PIM1,TNF	 
HDAC2	 	transcription regulator	 	-1.964	3.25E-01	3.82E-01	BCL6,CDKN1A,MYC,NFKBIA	 
CDKN1B	 	kinase	Inhibited	-2.158	3.39E-01	3.91E-01	B4GALT5,CDKN1A,EPHA2,HSPB8,MYC	 
Creb	 	group	 	-1.982	3.42E-01	3.94E-01	CD14,CEBPB,DPY19L3,DUSP1,FLNB,Gimap9,Nolc1	 
TPH1	 	enzyme	Activated	2.000	3.59E-01	4.12E-01	ARRDC3,HMOX1,HSPA1A/HSPA1B,HSPA8	 
IGF1R	 	transmembrane receptor	Activated	2.008	4.35E-01	4.77E-01	ALDOA,DDIT3,GCK,IL1A,IL1B,INHBB,NOS3,SREBF1,TNF	 
RARA	 	ligand-dependent nuclear receptor	Inhibited	-2.000	4.91E-01	5.26E-01	CYP26A1,DHRS3,IL1A,KLF4	 
RARB	 	ligand-dependent nuclear receptor	Inhibited	-2.000	5.15E-01	5.46E-01	APOA4,CYP26A1,DHRS3,KLF4	 
