© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
GP1BA	 	transmembrane receptor	 	 	 	4.27E-02	1.06E-01	THPO	 
A130040M12Rik	 	other	 	 	 	4.27E-02	1.06E-01	RAB23	 
FAP	 	peptidase	 	 	 	4.27E-02	1.06E-01	Ccl2	 
INHBC	 	growth factor	 	 	 	4.27E-02	1.06E-01	INHBE	 
ASGR2	 	transmembrane receptor	 	 	 	4.27E-02	1.06E-01	THPO	 
M6PR	 	transporter	 	 	 	4.27E-02	1.06E-01	NPC1	 
SPINT2	 	other	 	 	 	4.27E-02	1.06E-01	CXCL2	 
OPN4	 	G-protein coupled receptor	 	 	 	4.27E-02	1.06E-01	VEGFA	 
PVALB	 	other	 	 	 	4.27E-02	1.06E-01	SLC12A3	 
RAN	 	enzyme	 	 	 	4.27E-02	1.06E-01	TNF	 
MTUS1	 	other	 	 	 	4.27E-02	1.06E-01	TNF	 
PDGFC	 	growth factor	 	 	 	4.27E-02	1.06E-01	VEGFA	 
HPSE	 	enzyme	 	 	 	4.27E-02	1.06E-01	TNF	 
CYBA	 	enzyme	 	 	 	4.27E-02	1.06E-01	TNF	 
Ifnz (includes others)	 	cytokine	 	 	 	4.27E-02	1.06E-01	IRF1	 
PKA-I	 	complex	 	 	 	4.27E-02	1.06E-01	TNF	 
Mt	 	group	 	 	 	4.27E-02	1.06E-01	TNF	 
IL1	 	group	 	 	 	4.29E-02	1.06E-01	CYP7A1,TNF	 
IL23	 	complex	 	 	 	4.29E-02	1.06E-01	HSPA5,S100A8	 
CTNS	 	transporter	 	 	 	4.29E-02	1.06E-01	ATF4,HSPA5	 
RUBCN	 	other	 	 	 	4.29E-02	1.06E-01	IL1B,TNF	 
HCAR1	 	G-protein coupled receptor	 	 	 	4.29E-02	1.06E-01	IL1B,TNF	 
CRBN	 	enzyme	 	 	 	4.29E-02	1.06E-01	ODC1,SRM	 
LTBP4	 	growth factor	 	 	 	4.29E-02	1.06E-01	ID1,ID2	 
BCKDK	 	kinase	 	 	 	4.29E-02	1.06E-01	AQP4,TNF	 
CYP2E1	 	enzyme	 	 	 	4.29E-02	1.06E-01	Ccl2,TNF	 
APBA3	 	transporter	 	 	 	4.29E-02	1.06E-01	TNF,VEGFA	 
CSK	 	kinase	 	 	 	4.29E-02	1.06E-01	IL1B,TNF	 
YBX1	 	transcription regulator	 	 	 	4.29E-02	1.06E-01	Ccl2,CXCL2	 
XIAP	 	enzyme	 	 	 	4.29E-02	1.06E-01	CSF1,TNF	 
STK25	 	kinase	 	 	 	4.29E-02	1.06E-01	G6PC,GCK	 
SLC2A1	 	transporter	 	 	 	4.29E-02	1.06E-01	HMOX1,SLC7A11	 
MAP2K7	 	kinase	 	 	 	4.29E-02	1.06E-01	CCND1,JUNB	 
BDKRB2	 	G-protein coupled receptor	 	 	 	4.29E-02	1.06E-01	CCN2,FOXO1	 
IL9	 	cytokine	 	 	 	4.29E-02	1.06E-01	Ccl2,TNF	 
NRP1	 	transmembrane receptor	 	 	 	4.29E-02	1.06E-01	IL1B,TNF	 
PINK1	 	kinase	 	 	 	4.29E-02	1.06E-01	CCND1,VEGFA	 
GRIN1	 	ion channel	 	 	 	4.29E-02	1.06E-01	IL1B,TNF	 
GIPR	 	G-protein coupled receptor	 	 	 	4.29E-02	1.06E-01	Ccl2,TNF	 
FOSB	 	transcription regulator	 	 	 	4.29E-02	1.06E-01	CCND1,CEBPB	 
TOPBP1	 	other	 	 	 	4.29E-02	1.06E-01	COQ8A,GADD45A	 
HMGB2	 	transcription regulator	 	 	 	4.29E-02	1.06E-01	CCND1,IL1B	 
ARNT	 	transcription regulator	 	0.000	 	4.31E-02	1.06E-01	CXCR4,G6PC,HNF4A,IRS2,RANBP1,S1PR1,VEGFA	 
MIR17HG	 	other	 	-1.129	bias	4.34E-02	1.07E-01	ATP7A,CCND1,CCNE1,CELSR1,IKZF4,MAP3K1,TBX3,TOB2,TRIP11	 
YY1	 	transcription regulator	 	-1.463	 	4.41E-02	1.09E-01	ARID3A,ATF4,BLNK,CEBPB,DDIT4,H2AX,ID2,ID3,NFKBIZ,PROX1,RND3,SFPQ,SRC,TP53INP1,UNG	 
PSEN1	 	peptidase	 	-0.865	 	4.44E-02	1.09E-01	CCND1,CTSC,DUSP1,FOXO3,HES1,MTF1,PIK3R1,SLC38A2,SRC,TIPARP,WARS1	 
INSIG1	 	other	Inhibited	-2.121	bias	4.50E-02	1.10E-01	AACS,CXCL10,CXCL2,CXCL3,CXCR4,NFKBIZ,S100A8,S100A9	 
RHOJ	 	enzyme	 	 	 	4.50E-02	1.10E-01	ACTG1,RASA3,RND3	 
MOG	 	other	 	 	 	4.50E-02	1.10E-01	Ccl2,CXCL10,TNF	 
PLA2G6	 	enzyme	 	 	 	4.50E-02	1.10E-01	Ccl2,EIF2AK3,TNF	 
FGFR3	 	kinase	 	 	 	4.50E-02	1.10E-01	CCND1,HES1,PROX1	 
NFYA	 	transcription regulator	 	 	 	4.50E-02	1.10E-01	G6PC,PCK1,TXNIP	 
AKT2	 	kinase	 	 	 	4.50E-02	1.10E-01	Ccl2,CEBPB,TNF	 
CSF1R	 	kinase	 	 	 	4.50E-02	1.10E-01	CCL3L3,CCND1,CSF1	 
IL1RN	 	cytokine	 	 	 	4.50E-02	1.10E-01	CYP7A1,IL1B,TNF	 
E2F2	1.923	transcription regulator	 	 	 	4.50E-02	1.10E-01	AMY2B,CCNE1,SERPINE1	 
Hbb-b2	 	other	Activated	2.000	bias	4.52E-02	1.10E-01	Ccl2,CXCL10,IL1B,TFRC,TLR2	 
ZBTB16	 	transcription regulator	 	-0.103	 	4.55E-02	1.11E-01	BMP2,Ccl2,Cd24a,CXCL10,ID2,ID3,NFKBIZ,TNF,TSC22D3	 
ALDH1A2	 	enzyme	 	-1.000	 	4.58E-02	1.11E-01	ATF3,CCN2,CSF1,MAFB	 
ABCB1	 	transporter	 	0.000	bias	4.58E-02	1.11E-01	CPEB2,DDIT4,IL1B,TIGAR	 
TRAF6	0.407	enzyme	 	1.954	bias	4.58E-02	1.11E-01	Ccl2,ICAM1,IL1B,TNF	 
CD28	 	transmembrane receptor	 	1.908	bias	4.74E-02	1.15E-01	CCNE1,CXCL2,IL1B,IRF1,ODC1,SOCS3,TNF,TNFRSF1B	 
RETNLB	 	other	 	1.195	bias	4.85E-02	1.17E-01	Ccl2,CCL3L3,CCN2,IL1B,KLF15,SOCS2,TLR2	 
SPI1	 	transcription regulator	 	-1.067	 	4.94E-02	1.19E-01	BLNK,CCND1,CDC25A,DDX21,FOXO1,IL1B,NIP7,Nolc1,TLR2,TNF	 
PNPLA2	 	enzyme	Inhibited	-2.176	 	6.10E-02	1.39E-01	Ccl2,HSPA5,PDK4,PPARGC1A,TNF	 
H1-6	 	other	 	1.890	 	7.42E-02	1.61E-01	B4GALT5,BCL3,PHLDA1,RNF113A,SF3A1,TSC1,ZNF143	 
H1f1	 	other	 	1.890	 	7.42E-02	1.61E-01	B4GALT5,BCL3,PHLDA1,RNF113A,SF3A1,TSC1,ZNF143	 
POU5F1	 	transcription regulator	 	1.919	 	7.77E-02	1.61E-01	BTG1,GCK,HEXB,RCAN1,SOCS3,TBX3	 
LRP1	 	transmembrane receptor	 	-1.960	 	8.33E-02	1.61E-01	Ccl2,CCL3L3,IL1B,TNF	 
TRAF3	 	enzyme	Inhibited	-2.065	 	8.45E-02	1.63E-01	CXCL10,CXCL2,CXCL3,ICAM1,TNF	 
CYP27B1	 	enzyme	Inhibited	-2.000	 	8.96E-02	1.70E-01	CCL3L3,CCND1,STAT3,TLR2	 
NRIP1	 	transcription regulator	 	1.937	 	1.03E-01	1.90E-01	CYP4B1,IL1B,PDK4,TNF	 
IGF1	 	growth factor	Activated	2.000	 	1.17E-01	2.03E-01	Ccl2,IL1B,IRS2,TNF	 
RPTOR	 	other	Inhibited	-2.027	 	1.60E-01	2.43E-01	BCL3,Ccl2,G6PC,IL1B,NLRP3,PCK1,SOCS3,TNF	 
DGCR8	 	enzyme	 	-1.964	 	1.72E-01	2.57E-01	CCND1,ERBB3,HES1,ID2	 
OGA	 	enzyme	 	1.897	 	2.35E-01	3.14E-01	CAVIN2,Ccl2,CCL3L3,Cd24a,CEBPB,NPHS1,PIK3R1,SOCS2,SOCS3,STAT2	 
CX3CL1	 	cytokine	Activated	2.000	 	2.53E-01	3.34E-01	CSF1,HMOX1,N4BP3,TNF	 
IL10RA	 	transmembrane receptor	Inhibited	-2.853	 	2.79E-01	3.52E-01	ACOD1,BMP2,Cd24a,DDIT4,GBP5,GBP6,HCAR2,IL1B,IRF1,OCLN,PCK1,PPARGC1A,S1PR1,SLC7A11,TLR2	 
BHLHE40	 	transcription regulator	Activated	2.449	 	3.29E-01	3.94E-01	Cd24a,CXCL3,NLRP3,PHLDA1,RND3,SH3PXD2A	 
CYP19A1	 	enzyme	Activated	2.000	 	5.12E-01	5.51E-01	CXCL10,CYP7A1,STEAP4,TGM1	 
DICER1	 	enzyme	Inhibited	-2.975	 	1.00E00	1.00E00	ARID3A,CCND1,CXCL10,Cxcl11,HES1,IL1B,NPHS1,SERPINE1,SOCS3	 
