© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
NFIC	 	transcription regulator	 	 	 	8.54E-03	4.03E-02	CCND1,CDKN1A,CEL,TP53	 
ELK1	 	transcription regulator	 	 	 	8.54E-03	4.03E-02	EGR1,FOS,JAM2,TNF	 
Ncoa6	 	transcription regulator	 	 	 	8.54E-03	4.03E-02	FASN,FOS,SERPINE1,SREBF1	153 (7)
SAA1	5.918	transporter	Activated	2.213	bias	8.94E-03	4.19E-02	Ccl2,CCL3L3,CXCL10,IL1B,S100A9	161 (11)
PCGF2	 	transcription regulator	 	-1.432	 	8.94E-03	4.19E-02	CCND2,CCNE1,CDC25A,MYC,TXLNA	 
SREBF2	 	transcription regulator	Activated	2.195	bias	8.94E-03	4.19E-02	ELOVL6,FASN,HMGCR,LDLR,SREBF1	40 (3)
STAT5B	-0.922	transcription regulator	 	-0.396	 	9.27E-03	4.34E-02	A1BG,ARNT,CASP4,CCL3L3,CCND1,CCND2,CCNE1,CDKN1A,CISH,EGFR,ELOVL3,GADD45A,Hamp/Hamp2,OMD,PDK4,RABIF,RFX4,RUVBL2,SLC16A5,SLC39A10,SYBU,TANK,TNF,TNFRSF1A,TOX,TRAF3,TRIM24,ZFP36	158 (7)
POR	 	enzyme	 	-1.732	 	9.31E-03	4.35E-02	ABCA1,ACTA1,ACTG1,AQP8,ARNT,CHMP4C,CYP8B1,ELOVL3,ELOVL6,ETHE1,FGL1,FLVCR2,GBP2,HMGCR,HMOX1,HSPH1,LDLR,LGALSL,LSS,MVD,NRG4,PDK4,STAT1,VEGFA	 
TRAF3IP2	 	enzyme	Activated	2.792	bias	9.52E-03	4.44E-02	Ccl2,CCN2,CCR2,CSF1,CXCL2,ICAM1,IL1B,LCN2,NFKBIZ,STEAP4,TNF	233 (14)
IRF2	 	transcription regulator	 	0.186	 	9.90E-03	4.58E-02	Chil3/Chil4,CXCL10,EIF2AK2,HK2,IL1B,IRF1,IRF8	125 (7)
AGTR1	-0.723	G-protein coupled receptor	 	-0.128	 	9.90E-03	4.58E-02	DUSP1,FOS,HMOX1,SERPINE1,SGK1,TXNIP,XDH	150 (13)
CEBPD	-1.206	transcription regulator	 	0.594	 	9.90E-03	4.58E-02	CCL3L3,CCND1,CEBPB,CXCR4,FOS,TNF,TP53	 
LPIN1	-2.349	phosphatase	 	1.604	 	9.99E-03	4.58E-02	CEBPA,FASN,HMGCR,IL1B,LPIN2,TNF	265 (19)
NR4A3	 	ligand-dependent nuclear receptor	 	-1.342	 	9.99E-03	4.58E-02	CCND1,CCND2,FOXO1,IKZF4,LPIN1,PPARGC1A	 
SFRP1	 	transmembrane receptor	 	-0.816	bias	9.99E-03	4.58E-02	ELOVL6,FASN,G6PC,PCK1,SERPINE1,SREBF1	 
BCL2L11	 	other	 	-1.732	 	9.99E-03	4.58E-02	Ccl2,CCL3L3,CCND1,CXCL2,IL1B,TNF	178 (16)
CLDN6	 	other	 	 	 	9.99E-03	4.58E-02	ATF4,ATF6,CLDN1,CLDN14,EIF2S1,HSPA5	 
IGHM	 	transmembrane receptor	 	-0.577	 	9.99E-03	4.58E-02	Ccl2,CCND2,CXCL13,IL1B,KLF2,MYC	293 (23)
CYBB	 	enzyme	 	0.447	 	9.99E-03	4.58E-02	Ccl2,CCN2,CDKN1A,CXCL10,IL1B,TNF	269 (18)
CPT1B	 	enzyme	 	0.000	 	1.04E-02	4.75E-02	AKT1,ANGPTL4,COX10,CRKL,FASN,FLOT1,FOXO1,FUBP1,HK2,IRS1,IRS2,MKNK2,NDUFS6,NFKBIA,PCK1,PDK4,PHKA2,PPARGC1A,PPP1CA,PPP1R3C,PRKAB1,PRKCZ,PTPN1,SCARB1,SOCS3,SREBF1,TSC1	 
TYROBP	 	transmembrane receptor	 	 	 	1.09E-02	4.97E-02	IL13RA1,IL1B,IRF8,ITGAM,PLEK,SFT2D2,TNF,TNFRSF1B	 
TSC2	 	other	 	-1.849	 	1.09E-02	4.97E-02	AXIN2,BCL3,CDKN1A,EGR1,FASN,HK2,Ifi47,IFIT1B,IL13RA1,IRS1,IRS2,NEU1,SOCS3,STAT1	 
PRDM1	 	transcription regulator	 	-1.132	 	1.09E-02	4.97E-02	Ccl2,CLDN1,CXCL2,FOS,HAL,ID2,IL1B,JCHAIN,MYC,NLRP12,PROX1,SLC16A5,TNF,XBP1	 
NOTCH1	 	transcription regulator	 	1.617	 	1.14E-02	5.18E-02	CCND2,CCNE1,CDKN1A,CEBPA,CEBPD,CXCR4,HES1,MYC,RELB,RND3,TNF,VEGFA	 
UCHL1	 	peptidase	 	-0.163	 	1.14E-02	5.18E-02	ADCY9,EIF2B3,EIF2B4,GABARAPL1,GABPB1,HERC6,HSPA5,LDLR,LPIN1,RBM26,RWDD3,SLC39A8	 
CD200	 	other	Inhibited	-2.192	 	1.16E-02	5.21E-02	CCL3L3,IL1B,MRC1,TLR2,TNF	 
PTPN2	 	phosphatase	 	 	 	1.16E-02	5.21E-02	CCL3L3,CCND1,Cxcl11,Cxcl9,PPARGC1A	 
SOCS6	 	other	 	1.342	 	1.16E-02	5.21E-02	CEBPD,CXCL2,IL1B,MARCO,TNF	 
USP18	1.227	peptidase	Inhibited	-2.213	bias	1.16E-02	5.21E-02	Ccl2,CCL3L3,CXCL10,ISG15,SOCS3	 
CXCR2	 	G-protein coupled receptor	 	-0.600	 	1.16E-02	5.21E-02	Ccl2,CCL3L3,CXCL10,CXCL2,TNF	 
IRF6	 	transcription regulator	 	1.387	 	1.16E-02	5.21E-02	Chil3/Chil4,MRC1,PPARGC1A,RCAN1,SCARB1	 
ABCB1	 	transporter	 	-1.134	bias	1.18E-02	5.30E-02	CPEB2,DDIT4,IL1B,SLC11A2,SUPT5H,TIGAR,TP53	 
TRAF6	 	enzyme	Activated	2.023	bias	1.18E-02	5.30E-02	Ccl2,CXCL13,EGFR,GABARAPL1,ICAM1,IL1B,TNF	 
FHL2	 	transcription regulator	 	-1.178	 	1.18E-02	5.30E-02	BCAR1,Ccl2,Chil3/Chil4,CXCL10,OCLN,S1PR1,TNF	 
MFN2	 	enzyme	Inhibited	-2.000	bias	1.20E-02	5.31E-02	ATF4,IL1B,TNF,XBP1	 
MBTPS1	 	peptidase	 	1.982	bias	1.20E-02	5.31E-02	FASN,HMGCR,LDLR,SREBF1	 
PSMB8	 	peptidase	 	-1.000	 	1.20E-02	5.31E-02	GJA1,IRS1,NFKB2,NFKBIA	 
mir-127	 	microRNA	 	1.966	 	1.20E-02	5.31E-02	DUSP1,IL1B,MRC1,TNF	 
ATG16L1	 	enzyme	 	-1.109	bias	1.20E-02	5.31E-02	CXCL2,IL1B,IRS1,NFKBIA	 
BGN	 	other	 	1.964	 	1.20E-02	5.31E-02	AXIN2,CCND1,IL1B,TNF	 
PLAT	 	peptidase	 	-0.849	 	1.20E-02	5.31E-02	FOS,IL1B,SERPINE1,TNF	 
TMBIM6	 	other	 	1.387	 	1.20E-02	5.31E-02	DNAJB9,SEC61A1,WFS1,XBP1	 
CCL11	 	cytokine	 	1.960	bias	1.20E-02	5.31E-02	CCL3L3,IL1B,ITGAM,TNF	 
IRF1	0.998	transcription regulator	Activated	2.209	 	1.20E-02	5.31E-02	CCND1,CXCL10,CXCL2,DDX58,GBP2,Ifi47,IL17RA,IL1B,MYC,TNF,TP53	 
FOXP3	 	transcription regulator	 	 	 	1.24E-02	5.48E-02	CCL3L3,CCR2,CDKN1A,CSF1,CXCR4,EGR1,FOS,GBP2,GBP4,ID2,IKZF4,IL6R,NRP1,SWAP70,TGM2,TNF,VIPR1,XBP1	 
RGS10	 	enzyme	 	 	 	1.25E-02	5.52E-02	CCL3L3,Chil3/Chil4,CXCL10,Cxcl11,CXCL2,IL1B,ITGAM,TNF,TNFRSF1A,TNFRSF1B	 
LCK	 	kinase	Activated	2.630	bias	1.26E-02	5.55E-02	CISH,DKC1,EGR1,EIF6,MYC,NOP58,SFPQ,UTP14A	 
IRF8	0.675	transcription regulator	 	0.717	 	1.27E-02	5.55E-02	BCOR,CCR2,CDKN1A,Cxcl9,ICAM1,IL17RA,IRF8,ISG15,MYC,STAT1,TNF,TP53	 
HOXA3	 	transcription regulator	 	-1.706	 	1.28E-02	5.60E-02	CCL3L3,CEBPB,IL17RA,KLF2,NFE2,PLEK,PRTN3,SHANK2,TNFRSF1B	 
PTPRJ	 	phosphatase	Activated	2.333	bias	1.28E-02	5.60E-02	CCL3L3,CEBPD,Cxcl11,CXCL2,MARCO,Mx2,NFKBIZ,OASL,TNF	 
PPARGC1A	-1.396	transcription regulator	 	-1.737	 	1.30E-02	5.66E-02	ANG,ARNTL,BMPER,CEBPB,CEBPD,CXCL10,EGFR,FASN,G6PC,HK2,HMOX1,IRS2,LIPA,LPIN1,OGN,PCK1,PDK4,PPARGC1A,Saa3,SOCS3,SREBF1,TNF,VEGFA,WDR77,XDH	 
GATA1	 	transcription regulator	 	0.271	bias	1.30E-02	5.67E-02	CCND1,EGR1,ETS2,Foxp1,HDAC11,IKZF4,IRF8,ITGA6,KDM4A,KIT,MYC,NFE2,NFIL3,PIM1,PLEK,STAT5A,TFRC,UAP1,ZNF496	 
26s Proteasome	 	complex	 	-0.128	bias	1.40E-02	5.91E-02	Chil3/Chil4,DDX58,FOXO1,SOCS3,STAT5A,TP53,TXNIP	 
Nos	 	group	 	 	 	1.40E-02	5.91E-02	EGR1,FOS,VEGFA	 
SLC16A3	 	transporter	 	 	 	1.40E-02	5.91E-02	HK2,IL1B,TNF	 
SLC39A14	1.409	transporter	 	 	 	1.40E-02	5.91E-02	ATF4,FASN,SREBF1	 
PON2	 	enzyme	 	 	 	1.40E-02	5.91E-02	C5AR1,CXCL2,TNF	 
SARM1	 	transmembrane receptor	 	 	 	1.40E-02	5.91E-02	Ccl2,CCL3L3,TNF	 
GPBAR1	 	G-protein coupled receptor	 	 	 	1.40E-02	5.91E-02	Ccl2,IL1B,TNF	 
SIRT2	 	transcription regulator	 	 	 	1.40E-02	5.91E-02	CXCL10,IFIT2,ISG15	 
S100B	 	other	 	 	 	1.40E-02	5.91E-02	Ccl2,IL1B,TNF	 
GCK	 	kinase	 	 	 	1.40E-02	5.91E-02	CCND2,IRS2,SREBF1	 
PTPRB	 	phosphatase	 	 	 	1.40E-02	5.91E-02	CCN2,FOXO1,NPHS1	 
mir-17	 	microRNA	 	 	 	1.40E-02	5.91E-02	GCLC,MYLIP,STAT3	 
RPS6KB2	 	kinase	 	 	 	1.40E-02	5.91E-02	CXCL10,EIF1AX,ISG15	 
C6	 	other	 	 	 	1.40E-02	5.91E-02	Ccl2,IL1B,TNF	 
DGKZ	 	kinase	 	 	 	1.40E-02	5.91E-02	CCND1,IL1B,TNF	 
TNFRSF12A	 	transmembrane receptor	 	 	 	1.40E-02	5.91E-02	Ccl2,CXCL10,PPARGC1A	 
FBXL5	 	enzyme	 	 	 	1.40E-02	5.91E-02	HMOX1,SLC11A2,TFRC	 
PON1	 	phosphatase	 	 	 	1.40E-02	5.91E-02	HMOX1,MSR1,SCARB1	 
SDC1	 	enzyme	 	 	 	1.40E-02	5.91E-02	Ccl2,CXCL2,TGM2	 
NDFIP1	 	other	 	 	 	1.40E-02	5.91E-02	IL1B,SLC11A2,TNF	 
FLT1	 	kinase	 	 	 	1.40E-02	5.91E-02	Ccl2,DEPP1,NRP1	 
CAMKK2	0.834	kinase	 	 	 	1.40E-02	5.91E-02	FASN,G6PC,PPARGC1A	 
MAPK1	 	kinase	Inhibited	-2.010	 	1.41E-02	5.94E-02	CCL3L3,CDKN1A,CISH,EGR1,FAM20A,FOS,GBP2,GBP5,GRAMD1B,LAD1,NRP1,PTGER2,RGS16,Serpina3g (includes others),TNFRSF1B,TTC27	 
SP1	 	transcription regulator	 	0.152	bias	1.43E-02	6.02E-02	ABCA1,Ccl2,CDKN1A,CEBPA,CRYBB3,CXCR4,DHFR,HMGCR,IRAK3,JAM2,MYC,SREBF1,TLR2,TNF,VEGFA	 
CASP8	 	peptidase	 	-1.191	 	1.46E-02	6.13E-02	CCL3L3,CSF1,CXCL10,Cxcl11,IL1B,ISG15,S100A9,TNF	 
mir-193	 	microRNA	 	-1.342	 	1.47E-02	6.13E-02	INF2,MYO1C,NPHS1,SYNPO,VEGFA	 
MYBL2	 	transcription regulator	Inhibited	-2.000	 	1.47E-02	6.13E-02	CBX4,CCND1,CCNG2,CEBPA,ID1	 
AKT2	 	kinase	 	0.651	 	1.47E-02	6.13E-02	Ccl2,CEBPB,IRAK3,NFKB2,TNF	 
TYK2	 	kinase	 	1.008	bias	1.47E-02	6.13E-02	DAXX,Hamp/Hamp2,IL1B,IRF1,STAT3	 
JUND	 	transcription regulator	 	 	 	1.49E-02	6.20E-02	C3AR1,C5AR1,CXCL10,Cxcl9,TNF,VEGFA	 
CYP1A1	 	enzyme	 	1.000	 	1.58E-02	6.54E-02	CCND1,DAG1,ETHE1,LMNB2,LYAR,MARCO,MID1,ODC1,PWP1,RGS16,SHANK2,ST3GAL4,TMPO,WEE1	 
PDX1	 	transcription regulator	 	1.756	bias	1.58E-02	6.54E-02	ARL4D,ATF4,CRELD2,CROT,EDEM3,ERO1A,HSPA5,INTS5,IRS2,KLF10,MPHOSPH10,RABGAP1L,TXNIP,WFS1	 
NR0B2	 	ligand-dependent nuclear receptor	 	-1.029	 	1.58E-02	6.54E-02	ABCA1,Ccl2,CYP8B1,EGFR,FASN,G6PC,IL1B,IL1RN,LY6D,PPARGC1A,SREBF1,TLR2,TNF	 
TNFAIP8L2	 	other	 	-1.969	 	1.63E-02	6.67E-02	Ccl2,CXCL2,IL1B,TNF	 
STK3	 	kinase	 	-1.000	 	1.63E-02	6.67E-02	CCN2,CCND1,SFTPD,TNF	 
EPHX2	 	enzyme	 	0.747	 	1.63E-02	6.67E-02	Ccl2,HES1,ICAM1,IL1B	 
HR	 	transcription regulator	 	1.000	bias	1.63E-02	6.67E-02	AMD1,DOK2,GJA1,HAL	 
KIF3A	 	enzyme	 	 	 	1.63E-02	6.67E-02	CDKN1A,HMGCR,MYC,VEGFA	 
KDM5B	 	transcription regulator	 	0.000	bias	1.63E-02	6.67E-02	ERBB3,ESR1,STAT5A,XBP1	 
CCR6	 	G-protein coupled receptor	 	1.000	 	1.63E-02	6.67E-02	Ccl2,CCL3L3,CXCL10,TNF	 
EGLN3	 	enzyme	 	0.000	 	1.63E-02	6.67E-02	Ccl2,Hamp/Hamp2,OCLN,TP53	 
MAP3K14	 	kinase	 	1.732	 	1.64E-02	6.72E-02	Ccl2,EGFR,FASN,IL1B,NFKBIA,RELB,SREBF1	 
STAT5a/b	 	group	 	1.387	 	1.66E-02	6.76E-02	AKT1,CAVIN2,CDC25A,Chil3/Chil4,CISH,DUSP1,ID2,PIM1,SOCS3	 
PNPLA2	 	enzyme	 	-0.119	 	1.66E-02	6.76E-02	Ccl2,CEBPA,FASN,HSPA5,IRS1,PDK4,PPARGC1A,SREBF1,TNF	 
PTPN11	 	phosphatase	 	0.470	 	1.66E-02	6.76E-02	CCND1,CD14,CDKN1A,CEBPA,CSF1,FASN,KIT,PRTN3,TNF	 
EGR2	 	transcription regulator	 	0.524	 	1.68E-02	6.81E-02	BHLHE40,ID2,ID3,IL1B,MYC,RORA,STAT5A,ZBTB16	 
CD3	 	complex	 	1.939	bias	1.69E-02	6.81E-02	CCL3L3,CCND2,CCNE1,CDC25A,CDK2,CISH,FOS,HSP90B1,HSPA5,IRF1,IRF8,RORA,SOCS3,TGM2,TNF	 
ARNT	0.491	transcription regulator	 	0.563	 	1.72E-02	6.81E-02	CCND2,CLDN1,CXCR4,EIF6,ERO1A,G6PC,HK2,IRS2,MYO1C,S1PR1,TP53,VEGFA	 
CFTR	 	ion channel	Inhibited	-2.152	 	1.72E-02	6.81E-02	ABCA1,Ccl2,Cyp3a25 (includes others),DMBT1,IL1B,LRG1,NFKBIZ,SAA1,Saa3,SOCS3,STAT1,TNF	 
BMP10	 	growth factor	 	0.832	 	1.73E-02	6.81E-02	ANGPTL4,Ccl2,CXCL13,FOS,ID2,ID3,IL1B,KIT,LCN2,MSR1,PHLDA1,Serpina3g (includes others),SMAD6	 
IL13	 	cytokine	 	1.197	 	1.73E-02	6.81E-02	ABCA1,Ccl2,CCL3L3,Chil3/Chil4,CXCL2,IL13RA1,IL1B,MRC1,PPARGC1A,TFRC,TNF,TNFRSF1A,TNFRSF1B	 
TLR7	 	transmembrane receptor	 	1.509	bias	1.74E-02	6.81E-02	Apol9a/Apol9b,ATF3,Ccl2,CCND1,CEBPB,CXCL2,EIF3J,ETS2,GPR17,IFIT1B,IRF1,ISG15,NFKBIA,RGS4,SPRY4,STAT2,TNF	 
CHRNA7	 	transmembrane receptor	Inhibited	-2.407	 	1.79E-02	6.81E-02	Ccl2,CXCL10,CXCL2,IL1B,IL1RN,TNF	 
HSD11B1	 	enzyme	 	0.686	 	1.79E-02	6.81E-02	ANGPTL4,FASN,PDK4,PPARGC1A,SREBF1,TNF	 
IRAK3	2.785	kinase	 	-0.791	 	1.79E-02	6.81E-02	Ccl2,CCN2,CXCL2,ETS2,NFKBIA,TNF	 
PDK	 	group	 	 	 	1.82E-02	6.81E-02	IL1B,TNF	 
SLC11A1	 	transporter	 	 	 	1.82E-02	6.81E-02	Hamp/Hamp2,SLC11A2	 
Gm10768	 	other	 	 	 	1.82E-02	6.81E-02	G6PC,PCK1	 
thyroid hormone receptor	 	group	 	 	 	1.82E-02	6.81E-02	KLF9,MYC	 
CERS5	 	transcription regulator	 	 	 	1.82E-02	6.81E-02	IL1B,TNF	 
C1QTNF1	 	other	 	 	 	1.82E-02	6.81E-02	IL1B,TNF	 
METTL3	 	enzyme	 	 	 	1.82E-02	6.81E-02	CISH,SOCS3	 
ELOVL2	 	enzyme	 	 	 	1.82E-02	6.81E-02	FASN,SREBF1	 
ZSCAN10	 	transcription regulator	 	 	 	1.82E-02	6.81E-02	Alyref,EIF1AX	 
CREBZF	 	transcription regulator	 	 	 	1.82E-02	6.81E-02	FASN,SREBF1	 
S1PR4	 	G-protein coupled receptor	 	 	 	1.82E-02	6.81E-02	Ccl2,CXCL2	 
SELENOS	 	other	 	 	 	1.82E-02	6.81E-02	HSPA5,XBP1	 
SIRT4	 	enzyme	 	 	 	1.82E-02	6.81E-02	IL1B,TNF	 
SCARB2	 	transmembrane receptor	 	 	 	1.82E-02	6.81E-02	Ccl2,TNF	 
NAAA	 	enzyme	 	 	 	1.82E-02	6.81E-02	IL1B,TNF	 
STARD5	 	transporter	 	 	 	1.82E-02	6.81E-02	ABCA1,HMGCR	 
TERF1	 	other	 	 	 	1.82E-02	6.81E-02	CDKN1A,TP53	 
THBD	 	transmembrane receptor	 	 	 	1.82E-02	6.81E-02	IL1B,TNF	 
FZD7	1.311	G-protein coupled receptor	 	 	 	1.82E-02	6.81E-02	CCND1,MYC	 
mir-25	 	microRNA	 	 	 	1.82E-02	6.81E-02	MYLIP,TNF	 
miR-125b-1-3p (miRNAs w/seed CGGGUUA)	 	mature microRNA	 	 	 	1.82E-02	6.81E-02	IL1B,TNF	 
ARHGAP1	 	other	 	 	 	1.82E-02	6.81E-02	CDKN1A,TP53	 
DDIT4	-2.341	other	 	 	 	1.82E-02	6.81E-02	TNF,TP53	 
HCRT	 	other	 	 	 	1.82E-02	6.81E-02	EGR1,PER2	 
STIP1	 	other	 	 	 	1.82E-02	6.81E-02	STAT3,TP53	 
TRIM3	0.541	enzyme	 	 	 	1.82E-02	6.81E-02	IFIT1B,TNF	 
RAE1	0.535	other	 	 	 	1.82E-02	6.81E-02	CDKN1A,TP53	 
LRIG1	 	other	 	 	 	1.82E-02	6.81E-02	EGFR,ERBB3	 
RNF41	 	enzyme	 	 	 	1.82E-02	6.81E-02	IL1B,TNF	 
PIP5K1B	 	kinase	 	 	 	1.82E-02	6.81E-02	IL1B,TNF	 
TSG101	 	transcription regulator	 	 	 	1.82E-02	6.81E-02	CDKN1A,TP53	 
HBEGF	 	growth factor	 	 	 	1.82E-02	6.81E-02	GJA1,PDK4	 
USP37	 	peptidase	 	 	 	1.82E-02	6.81E-02	CEBPA,CEBPB	 
SENP6	 	peptidase	 	 	 	1.82E-02	6.81E-02	ICAM1,TNF	 
Tmsb4x (includes others)	 	other	 	 	 	1.82E-02	6.81E-02	ICAM1,NPHS1	 
C4A/C4B	 	other	 	 	 	1.82E-02	6.81E-02	IL1B,TNF	 
GJC1	 	ion channel	 	 	 	1.82E-02	6.81E-02	IL1B,TNF	 
APLP2	 	other	 	 	 	1.82E-02	6.81E-02	EGFR,TP53	 
DDX3X	 	enzyme	 	 	 	1.82E-02	6.81E-02	CCND1,CDKN1A	 
Trim30a/Trim30d	1.229	other	 	 	 	1.82E-02	6.81E-02	TNF,Trim30a/Trim30d	 
DOCK5	 	other	 	 	 	1.82E-02	6.81E-02	G6PC,PCK1	 
BMP6	 	growth factor	 	 	 	1.82E-02	6.81E-02	Hamp/Hamp2,ID1	 
CUL4B	 	other	 	 	 	1.82E-02	6.81E-02	TNF,ZFP36	 
COL1A2	 	other	 	 	 	1.82E-02	6.81E-02	CDKN1A,SERPINE1	 
VTN	 	other	 	 	 	1.82E-02	6.81E-02	IL1B,TNF	 
DHCR7	 	enzyme	 	 	 	1.82E-02	6.81E-02	HMGCR,TNF	 
TFF3	 	other	 	 	 	1.82E-02	6.81E-02	G6PC,PPARGC1A	 
BUB3	 	other	 	 	 	1.82E-02	6.81E-02	CDKN1A,TP53	 
CD300LD	 	other	 	 	 	1.82E-02	6.81E-02	Ccl2,TNF	 
Irs4	 	other	 	 	 	1.82E-02	6.81E-02	EGR1,IRS2	 
Supt20	 	other	 	 	 	1.82E-02	6.81E-02	IL1B,TNF	 
CX3CR1	 	G-protein coupled receptor	 	-1.345	 	1.82E-02	6.81E-02	ACER2,Ccl2,CD14,CHKA,CRYBB3,EGR1,EPM2AIP1,FOS,GJA1,GRIPAP1,HMOX1,IL1B,INSIG2,MSR1,MYD88,PRDM2,RAI1,SFPQ,SLC16A6,TNF,TRIM3,YPEL2	 
SAV1	 	other	 	0.152	bias	1.83E-02	6.81E-02	CCN2,CCND1,CDKN1A,CXCL2,TNF	 
CEBPE	 	transcription regulator	 	0.831	bias	1.83E-02	6.81E-02	CD14,IL1RN,ITGAM,LCN2,TNF	 
MGLL	 	enzyme	 	1.446	 	1.83E-02	6.81E-02	Ccl2,FASN,PPARGC1A,SREBF1,TNF	 
APOA1	 	transporter	 	-1.000	 	1.83E-02	6.81E-02	HMGCR,PPARGC1A,SCARB1,TNF,XDH	 
CLEC4E	 	other	Activated	2.172	bias	1.83E-02	6.81E-02	Ccl2,CCL3L3,CXCL2,IL1B,TNF	 
H1-6	 	other	 	0.832	 	1.89E-02	7.01E-02	AGTR1,BCAR1,BCL3,FOS,GPM6A,HSPA4,IRGM,PCBP4,PHLDA1,RNF113A,SF3A1,TSC1,ZNF143	 
H1f1	 	other	 	0.832	 	1.89E-02	7.01E-02	AGTR1,BCAR1,BCL3,FOS,GPM6A,HSPA4,IRGM,PCBP4,PHLDA1,RNF113A,SF3A1,TSC1,ZNF143	 
Pka	 	complex	 	1.532	 	1.92E-02	7.07E-02	CXCL10,DUSP1,HMGCR,IRF1,LDLR,SREBF1,TNF	 
C3AR1	0.816	G-protein coupled receptor	 	-0.447	 	1.92E-02	7.07E-02	CASP4,Ccl2,CCL3L3,CXCL10,IL1B,SERPINE1,TNF	 
PPARGC1B	 	transcription regulator	 	0.896	bias	1.92E-02	7.07E-02	ERO1A,ESRRG,FASN,HK2,HMGCR,PDK4,VEGFA	 
Tcf7	 	transcription regulator	 	-0.970	 	1.93E-02	7.10E-02	ARNTL,CCL3L3,CCR2,CISH,CROT,EVI5,ID2,ID3,IKZF4,ITGB8,JAM2,KIT,LDLR,LONRF1,MVD,MYD88,NTN4,PHLDA1,PPM1L,Prg4,PTGER2,SOCS3,STAT1,TLR1,TNF,TOX,YPEL2	 
PTK2	 	kinase	 	0.785	 	1.93E-02	7.10E-02	ACTA1,CCND1,CDKN1A,FOS,GATA4,KRT18,OCLN,PALLD	 
ADORA2A	 	G-protein coupled receptor	 	0.431	 	1.99E-02	7.32E-02	Ccl2,Cd24a,CXCL2,DUSP1,FOS,G3BP2,HMOX1,KIF5A,KIF5B,OCLN,PPP1CA,RAB3A,TNF,TSC22D3,VEGFA	 
CCR2	1.072	G-protein coupled receptor	 	1.205	 	1.99E-02	7.32E-02	Ccl2,CCL3L3,CCR2,Chil3/Chil4,CSF1,CXCL10,CXCL13,CXCL2,Cxcl9,F13A1,IL1B,OGN,TGM2,TNF,TXLNA	 
N-cor	 	group	 	-0.478	bias	2.07E-02	7.49E-02	ABCA1,ARNTL,CDKN1A,CXCL2,DHRS3,ELOVL6,FASN,IL1B,PCK1,RAB20,SGK1,SREBF1,USP18	 
HDAC2	 	transcription regulator	 	-1.718	 	2.07E-02	7.49E-02	APEX1,CAVIN2,CDKN1A,EGR1,ESR1,GABARAPL1,MYC,NFKBIA,S100A9,SMN1/SMN2,TP53,TPD52	 
SAA	 	group	 	 	 	2.11E-02	7.49E-02	IL1B,MRC1,TNF	 
CTNS	 	transporter	 	 	 	2.11E-02	7.49E-02	ATF4,HSPA5,RILP	 
PPT1	 	enzyme	 	 	 	2.11E-02	7.49E-02	Ccl2,CXCL10,TNF	 
TRIM38	 	other	 	 	 	2.11E-02	7.49E-02	CXCL10,IL1B,TNF	 
CRBN	 	enzyme	 	 	 	2.11E-02	7.49E-02	MYC,ODC1,SRM	 
LTBP4	 	growth factor	 	 	 	2.11E-02	7.49E-02	ID1,ID2,MYC	 
UNC5B	 	transmembrane receptor	 	 	 	2.11E-02	7.49E-02	Ccl2,CXCL2,TNF	 
MST1	 	growth factor	 	 	 	2.11E-02	7.49E-02	CCN2,CCND1,TNF	 
RGS19	 	enzyme	 	 	 	2.11E-02	7.49E-02	AXIN2,GATA4,MYC	 
PTGDR	 	G-protein coupled receptor	 	 	 	2.11E-02	7.49E-02	Ccl2,IL1B,TNF	 
CSK	 	kinase	 	 	 	2.11E-02	7.49E-02	FGR,IL1B,TNF	 
YBX1	 	transcription regulator	 	 	 	2.11E-02	7.49E-02	ABCC1,Ccl2,CXCL2	 
PLAUR	 	transmembrane receptor	 	 	 	2.11E-02	7.49E-02	C5AR1,Ccl2,CCND1	 
RAF1	 	kinase	 	 	 	2.11E-02	7.49E-02	CCND1,FOS,RFFL	 
DKK1	 	growth factor	 	 	 	2.11E-02	7.49E-02	AXIN2,CDKN1A,MYC	 
BDKRB2	 	G-protein coupled receptor	 	 	 	2.11E-02	7.49E-02	CCN2,FOXO1,TP53	 
IL9	 	cytokine	 	 	 	2.11E-02	7.49E-02	Ccl2,MYC,TNF	 
MVP	0.620	other	 	 	 	2.11E-02	7.49E-02	CXCL2,IL1B,TNF	 
UTS2R	 	G-protein coupled receptor	 	 	 	2.11E-02	7.49E-02	ABCA1,MSR1,SCARB1	 
GRIN1	 	ion channel	 	 	 	2.11E-02	7.49E-02	IL1B,SMN1/SMN2,TNF	 
FOSB	 	transcription regulator	 	 	 	2.11E-02	7.49E-02	CCND1,CEBPA,CEBPB	 
HDAC5	-0.400	transcription regulator	 	0.000	 	2.13E-02	7.49E-02	CDKN1A,ETNPPL,G6PC,HMGCR,IGFBP1,MYC	 
ATG5	 	other	Inhibited	-2.433	bias	2.13E-02	7.49E-02	HSPA5,IFIH1,IKBKE,IL1B,SCARB1,TNF	 
GON4L	0.477	transcription regulator	 	 	 	2.14E-02	7.49E-02	CCND1,CCND2,E2F2,TFDP1	 
TRAF3IP3	 	other	 	0.000	 	2.14E-02	7.49E-02	HK2,IL1B,MYC,TNF	 
