© 2000-2021 QIAGEN. All rights reserved.

Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	p-value of overlap	B-H corrected p-value	Target Molecules in Dataset	Mechanistic Network
MTORC1	 	complex	 	-0.263	1.74E-02	7.67E-02	AHR,FDPS,INSIG1,LDHA,NOX4,SIRT4,SLC2A1,TNF	 
FOXA2	1.193	transcription regulator	 	0.000	1.75E-02	7.67E-02	Akr1c14,CA3,CEBPA,CHD6,CHRD,CPM,DCT,EFHD2,FOXA2,GCK,HNF4A,MYL9,NFKB2,NFKBIE,NR1H4,PCK1,PIM1,PRNP,SAA1,Saa3,SH3PXD2A,SLC2A2	 
mir-21	 	microRNA	Inhibited	-2.864	1.83E-02	8.02E-02	CASP4,CCL3L3,COL3A1,CSF3R,CXCL10,GAS5,GBP5,GBP6,ICOSLG/LOC102723996,IL18,IRF1,NLRP3,Orm1 (includes others),PER2,STAT2,TGM1,TLR2,TNF	 
CREB3L3	 	transcription regulator	 	0.371	1.85E-02	8.07E-02	APOA4,APOA5,CIDEC,CYP7A1,SMURF1	 
MAT1A	1.221	enzyme	 	0.351	1.85E-02	8.07E-02	CYP4A11,Cyp4a14,KRT18,MAT1A,SAA1	 
mir-193	 	microRNA	 	-1.342	1.85E-02	8.07E-02	CD2AP,INF2,MYO1C,SYNPO,VEGFA	 
PLK1	 	kinase	 	 	1.85E-02	8.07E-02	BOK,EEF1E1,EPHA2,IER3,MYC	 
NCSTN	 	peptidase	 	-0.239	1.87E-02	8.14E-02	Ccl9,CD14,CEBPA,CEBPB,GRN,HES1,PSEN2	 
HNF1B	 	transcription regulator	 	 	1.87E-02	8.14E-02	FOXA2,GATA6,HNF4A,NR1H4,ONECUT1,PKHD1,SLC2A2	 
EIF4EBP1	 	translation regulator	 	-0.729	1.93E-02	8.20E-02	CEBPA,CEBPB,CEBPG,CXCL10,IL1RN,PNPLA2	 
F2RL1	 	G-protein coupled receptor	 	0.766	1.93E-02	8.20E-02	CCN2,CXCL2,GBP6,IL1B,PELI1,TNF	 
JUND	 	transcription regulator	 	 	1.93E-02	8.20E-02	C3AR1,C5AR1,CXCL10,NOX4,TNF,VEGFA	 
NFkB (complex)	 	complex	Activated	3.102	1.97E-02	8.20E-02	Ccl2,CCL3L3,CXCL10,CXCL2,CXCL3,ICAM1,IL18,IL1A,IL1B,LCN2,NFKBIE,SOCS3,TFRC,TLR2,TNF,TNFAIP3	 
IRS1	-1.054	enzyme	 	0.689	1.97E-02	8.20E-02	CCN4,CEBPA,CEBPB,COL3A1,G6PC,GAS2,GAS5,GCK,HMOX1,IGFBP1,IRS1,NRP1,PCK1,PDGFA,PTPRF,SREBF1,TRIB3	 
MAP4K4	 	kinase	 	-1.107	1.97E-02	8.20E-02	ACLY,ACO2,CEBPA,CEBPB,COX10,DLST,HADHA,HADHB,HSD3B7,KYAT3,MAFB,MGLL,OGDH,PLA2G12A,PRKAR2A,SREBF1,ST3GAL4	 
PRKAA	 	group	 	-1.131	1.98E-02	8.20E-02	Ccl2,CXCL10,G6PC,TNF	 
THRAP3	 	transcription regulator	 	1.715	1.98E-02	8.20E-02	ACY1,CA3,Cd24a,TXNIP	 
TNFAIP8L2	 	other	 	-1.969	1.98E-02	8.20E-02	Ccl2,CXCL2,IL1B,TNF	 
PLA2G2D	 	enzyme	Inhibited	-2.000	1.98E-02	8.20E-02	Ccl2,IL1B,S100A9,TNF	 
PLCG2	 	enzyme	 	1.951	1.98E-02	8.20E-02	BCL2A1,FOXO1,THPO,TNF	 
CYP51A1	 	enzyme	Activated	2.000	1.98E-02	8.20E-02	LSS,NSDHL,SC5D,TM7SF2	 
CCR6	 	G-protein coupled receptor	 	1.000	1.98E-02	8.20E-02	Ccl2,CCL3L3,CXCL10,TNF	 
KLF2	 	transcription regulator	 	-1.431	2.01E-02	8.20E-02	Ccl2,CXCL2,F3,GATA4,IL1B,NOS3,TFRC,TNF	 
CREBBP	 	transcription regulator	 	 	2.02E-02	8.20E-02	ARHGAP24,ARHGEF3,ARID5A,BANK1,BCL6,CEBPA,CKB,DHFR,DHRS3,DUSP1,FOSL2,FRMD4B,GM2A,GNG2,HDAC11,MAP3K8,MFHAS1,NDRG1,PLEKHF1,PTPRF,RASA3,RNASEL,Rnf125,RPS6KA1,SOCS3,STOM,TIPARP,TNF,TNFAIP3,TSPAN31,TUBA8,USP18,WNT5B	 
PDK	 	group	 	 	2.03E-02	8.20E-02	IL1B,TNF	 
ARRDC3	2.626	other	 	 	2.03E-02	8.20E-02	GCK,PCK1	 
Gm10768	 	other	 	 	2.03E-02	8.20E-02	G6PC,PCK1	 
CERS5	 	transcription regulator	 	 	2.03E-02	8.20E-02	IL1B,TNF	 
C1QTNF1	 	other	 	 	2.03E-02	8.20E-02	IL1B,TNF	 
METTL3	 	enzyme	 	 	2.03E-02	8.20E-02	CISH,SOCS3	 
HP1BP3	 	other	 	 	2.03E-02	8.20E-02	IGFBP1,IGFBP2	 
S1PR4	 	G-protein coupled receptor	 	 	2.03E-02	8.20E-02	Ccl2,CXCL2	 
CIRBP	-1.511	translation regulator	 	 	2.03E-02	8.20E-02	CXCL2,CXCL3	 
SIRT4	-0.978	enzyme	 	 	2.03E-02	8.20E-02	IL1B,TNF	 
SCARB2	 	transmembrane receptor	 	 	2.03E-02	8.20E-02	Ccl2,TNF	 
NAAA	 	enzyme	 	 	2.03E-02	8.20E-02	IL1B,TNF	 
H6PD	 	enzyme	 	 	2.03E-02	8.20E-02	GCK,TAT	 
THBD	1.330	transmembrane receptor	 	 	2.03E-02	8.20E-02	IL1B,TNF	 
mir-25	 	microRNA	 	 	2.03E-02	8.20E-02	MYLIP,TNF	 
miR-125b-1-3p (miRNAs w/seed CGGGUUA)	 	mature microRNA	 	 	2.03E-02	8.20E-02	IL1B,TNF	 
UPF2	 	other	 	 	2.03E-02	8.20E-02	CXCL10,GRN	 
TGFB1I1	 	transcription regulator	 	 	2.03E-02	8.20E-02	KRT19,TNS1	 
IAPP	 	other	 	 	2.03E-02	8.20E-02	LEPR,STAT3	 
RNF41	 	enzyme	 	 	2.03E-02	8.20E-02	IL1B,TNF	 
PIP5K1B	 	kinase	 	 	2.03E-02	8.20E-02	IL1B,TNF	 
USP37	 	peptidase	 	 	2.03E-02	8.20E-02	CEBPA,CEBPB	 
SENP6	 	peptidase	 	 	2.03E-02	8.20E-02	ICAM1,TNF	 
C4A/C4B	 	other	 	 	2.03E-02	8.20E-02	IL1B,TNF	 
GJC1	 	ion channel	 	 	2.03E-02	8.20E-02	IL1B,TNF	 
DOCK5	 	other	 	 	2.03E-02	8.20E-02	G6PC,PCK1	 
UPP1	 	enzyme	 	 	2.03E-02	8.20E-02	Acot1,EHHADH	 
SORT1	-1.438	G-protein coupled receptor	 	 	2.03E-02	8.20E-02	Ces1g,TNF	 
ERO1A	 	enzyme	 	 	2.03E-02	8.20E-02	CXCL2,CXCL3	 
CD300LD	 	other	 	 	2.03E-02	8.20E-02	Ccl2,TNF	 
P2RX7	 	ion channel	 	 	2.03E-02	8.20E-02	IL1B,NLRP3	 
Supt20	 	other	 	 	2.03E-02	8.20E-02	IL1B,TNF	 
MAD1L1	 	other	 	 	2.03E-02	8.20E-02	MXI1,MYC	 
PTGS2	 	enzyme	 	1.472	2.12E-02	8.53E-02	ANG,Ccl2,CCL3L3,CXCL10,CXCL3,DUSP1,IL1B,NOS3,PTGER2,PTGER4,TNF,VEGFA	 
MAP3K14	1.343	kinase	 	1.308	2.19E-02	8.79E-02	CASP3,Ccl2,ICOSLG/LOC102723996,IL1B,REL,RELB,SREBF1	 
FASN	 	enzyme	 	1.664	2.19E-02	8.79E-02	AJUBA,CIDEC,CREBZF,FOXO1,IL1B,PNPLA2,TNF	 
MAPK14	0.487	kinase	 	0.965	2.26E-02	9.07E-02	Ccl2,CXCL10,Cxcl11,DUSP1,FDPS,G6PC,IL18,IL1B,MAP2K6,PCK1,Pmaip1,SREBF1,TGM2,TNF	 
CYB5R4	 	enzyme	 	-0.626	2.30E-02	9.09E-02	ACSL3,ATF3,GCLC,HMOX1,XBP1	 
PRMT5	 	enzyme	 	1.091	2.30E-02	9.09E-02	CCNE1,CEBPA,CYP7A1,G6PC,SREBF1	 
COL4A3	 	other	 	 	2.30E-02	9.09E-02	CCN2,COL3A1,LAMA1,LAMB1,MAPK14	 
MGLL	0.905	enzyme	 	0.692	2.30E-02	9.09E-02	Ccl2,IL1A,PNPLA2,SREBF1,TNF	 
MAP2K3	 	kinase	Activated	2.177	2.30E-02	9.09E-02	ICAM1,IL1B,IRF9,SERPINE1,VEGFA	 
HSF2	 	transcription regulator	 	 	2.30E-02	9.09E-02	Hspa1b,HSPB1,HSPH1,PSMC4,PSMD3	 
THBS4	 	other	Activated	2.219	2.30E-02	9.09E-02	Ccl2,COL3A1,CXCL10,ICAM1,SELE	 
ZBTB16	 	transcription regulator	 	0.000	2.30E-02	9.09E-02	BCL6,Ccl2,Cd24a,CD83,CXCL10,F2R,ICOSLG/LOC102723996,ID2,ID3,IL1A,NFKBIZ,RARG,RORA,SLC2A1,TNF,TSC22D3	 
ABCA1	 	transporter	 	-0.892	2.30E-02	9.09E-02	Ccl2,CCL3L3,CXCL3,IL1B,MYD88,SLC2A1,SREBF1,TNF	 
NRIP1	 	transcription regulator	 	0.988	2.30E-02	9.09E-02	ACO2,CYP4B1,HADHB,IL1B,OPLAH,PDK4,PYGL,TNF	 
PPARGC1A	 	transcription regulator	 	-0.384	2.46E-02	9.46E-02	ACADM,ANG,APOA4,CEBPB,CXCL10,CYP7A1,FDPS,G6PC,HMOX1,KYAT3,LDHA,MAP2K6,MMP15,NSDHL,PCK1,PDK4,Saa3,SERPINA3,SLC25A25,SMYD1,SOCS3,SREBF1,TNF,TRIB3,VEGFA	 
IL1	 	group	 	 	2.46E-02	9.46E-02	CYP7A1,HP,TNF	 
SAA	 	group	 	 	2.46E-02	9.46E-02	IL1B,NLRP3,TNF	 
TRIM38	 	other	 	 	2.46E-02	9.46E-02	CXCL10,IL1B,TNF	 
CRBN	 	enzyme	 	 	2.46E-02	9.46E-02	MYC,OAT,ODC1	 
UNC5B	 	transmembrane receptor	 	 	2.46E-02	9.46E-02	Ccl2,CXCL2,TNF	 
B4GALT1	1.342	enzyme	 	 	2.46E-02	9.46E-02	Ccl2,CCL3L3,CXCL3	 
NGFR	 	transmembrane receptor	 	 	2.46E-02	9.46E-02	FGFR2,NCAM1,TNF	 
PTGDR	 	G-protein coupled receptor	 	 	2.46E-02	9.46E-02	Ccl2,IL1B,TNF	 
CSK	 	kinase	 	 	2.46E-02	9.46E-02	FGR,IL1B,TNF	 
YBX1	 	transcription regulator	 	 	2.46E-02	9.46E-02	ABCC1,Ccl2,CXCL2	 
PLAUR	2.807	transmembrane receptor	 	 	2.46E-02	9.46E-02	C5AR1,Ccl2,JUNB	 
SLC2A1	-0.529	transporter	 	 	2.46E-02	9.46E-02	DHRS9,Gsta4,HMOX1	 
DPP4	 	peptidase	 	 	2.46E-02	9.46E-02	CDH1,SREBF1,TNF	 
BDKRB2	 	G-protein coupled receptor	 	 	2.46E-02	9.46E-02	CCN2,FOXO1,NOS3	 
IL9	 	cytokine	 	 	2.46E-02	9.46E-02	Ccl2,MYC,TNF	 
KLB	 	enzyme	 	 	2.46E-02	9.46E-02	CYP7A1,HMGCS1,NR0B2	 
TOPBP1	 	other	 	 	2.46E-02	9.46E-02	COQ8A,GADD45A,Pmaip1	 
Hif1	 	complex	 	 	2.46E-02	9.46E-02	DDIT4,LDHA,SLC2A1	 
C3AR1	1.007	G-protein coupled receptor	 	-0.447	2.54E-02	9.74E-02	CASP4,Ccl2,CCL3L3,CXCL10,IL1B,SERPINE1,TNF	 
CITED2	-1.254	transcription regulator	 	-0.359	2.54E-02	9.74E-02	ANGPTL4,Chil3/Chil4,GATA6,IL1A,IL1B,TGM2,VEGFA	 
ARNT	0.521	transcription regulator	 	0.493	2.57E-02	9.82E-02	ALDOA,CLDN1,CYP1A1,DNAJC2,EIF6,G6PC,HNF4A,ITGB3,LDHA,MYO1C,SLC2A1,VEGFA	 
JINK1/2	 	group	 	1.067	2.58E-02	9.85E-02	Ccl2,SREBF1,TNF,TNFRSF1A	 
AQP1	-0.418	transporter	 	0.000	2.58E-02	9.85E-02	AKR1B1,HSPA4L,HSPH1,LCN2	 
DDX58	 	enzyme	Activated	2.153	2.62E-02	9.94E-02	CASP4,Ccl2,CXCL10,DLL1,IRF1,Pmaip1,SOCS3,STAT2,TNF	 
BCR (complex)	 	complex	 	1.491	2.62E-02	9.94E-02	B4GALT1,BCL2A1,CCNG2,FOXO1,JUNB,MYC,NFKB2,REL,SLC2A1	 
ATG7	 	enzyme	Inhibited	-2.343	2.62E-02	9.94E-02	ACLY,IL1B,MYC,PFKL,SLC2A1,SOCS3,SREBF1,TNF,TNFRSF1A	 
ACKR2	 	G-protein coupled receptor	Inhibited	-2.121	2.63E-02	9.94E-02	ACOD1,CCL3L3,CXCL10,IL1A,IL1B,STAT2,TNF,USP18	 
RXRB	 	ligand-dependent nuclear receptor	 	 	2.63E-02	9.94E-02	COLEC12,CXCL10,IL1A,IL1B,LCN2,PDGFA,S100A8,TNF	 
INHA	 	growth factor	 	0.495	2.68E-02	1.01E-01	ADAMTS1,CCN2,CCN4,CCNE1,COL3A1,HSD17B11,INHBB,KRT18,KRT19,LRP11,MYC,MYL9,SGK1,TP53INP1	 
CD28	 	transmembrane receptor	 	1.486	2.68E-02	1.01E-01	BCL2A1,CASP3,CCNE1,CDK2,CXCL2,IL1B,IRF1,LDHA,NFKB2,ODC1,RORA,SOCS3,TNF,TNFRSF1B	 
THRA	 	ligand-dependent nuclear receptor	 	-1.117	2.71E-02	1.02E-01	ANGPTL4,Ccl2,CEBPA,CIRBP,CXCL10,Cxcl11,CXCL2,CXCL3,CYP7A1,HMOX1,TNF	 
E2F4	 	transcription regulator	 	 	2.74E-02	1.03E-01	CASP4,DHFR,MYC,RBL1,SERPINE1,TNF	 
RC3H1	 	enzyme	 	 	2.74E-02	1.03E-01	CXCL13,CXCL2,IL1A,IL1B,NRP1,TNFRSF1B	 
PRKCE	 	kinase	 	1.387	2.81E-02	1.05E-01	CEBPB,IL1B,JUNB,ODC1,TNF	 
GDF9	 	growth factor	 	0.447	2.81E-02	1.05E-01	ID2,ID3,INHBB,PTGER2,SMAD6	 
STAT4	 	transcription regulator	Activated	2.915	2.84E-02	1.06E-01	BCL3,CXCL10,CXCL2,CXCL3,GAS5,KDM6B,MAP3K8,MYC,SELE,TNF	 
IL22	 	cytokine	 	-0.479	2.84E-02	1.06E-01	CCL3L3,CLDN1,CXCL10,CXCL2,CXCL3,CYP1A2,HSP90AB1,IL1A,IL1B,SAA1	 
LYN	-0.505	kinase	 	-1.497	2.84E-02	1.06E-01	ATP2A2,C5AR1,Ccl2,CCL3L3,Ccl9,CSF1,IL1A,IL1B,STAT5B,TNF	 
EBF1	 	transcription regulator	 	-0.887	2.85E-02	1.06E-01	Ccl9,CEBPB,CXCL10,FOXO1,G6PC,IKBKB,IRF1,IRS1,MYD88,PPP1R3C,PRKAR2A,PTPN1,PTPRF,PYGB,SOCS3,SREBF1,TLR2	 
MED1	 	transcription regulator	 	0.128	2.88E-02	1.07E-01	BCL6,CCNE1,CDK2,CEBPA,CYP1A2,CYP7A1,FOXO1,GADD45A,GCK,GHR,IGFBP1,MYCN,TBX3	 
RBL1	-1.334	transcription regulator	 	 	2.93E-02	1.09E-01	CASP4,CCNE1,DHFR,HES1,MCM10,MYC,TNF	 
SMAD7	 	transcription regulator	 	-1.437	2.93E-02	1.09E-01	Ccl2,FOXO1,ICAM1,ID2,ID3,IL1B,TNF	 
IL27RA	 	transmembrane receptor	 	-1.970	2.93E-02	1.09E-01	BCL6,CXCL10,Cxcl11,CXCL13,IL1B,SOCS3,TNF	 
SIRT1	 	transcription regulator	 	0.148	2.94E-02	1.09E-01	Ccl2,CD83,CDH1,CEBPB,CELA1,FOXO1,FOXO3,G6PC,GADD45A,GATA4,GBP6,GCK,GSTA3,GSTM1,Hsd3b4 (includes others),IL1B,LAMB1,LY6E,MTHFD1L,MVK,MYC,NFKBIE,PCK1,PDGFRA,PDK4,Pmaip1,POLR1A,RELB,RGS16,SHANK2,SLC29A1,STAT3,SYNPO,THBD,TNF,USP18	 
TRAF2	 	enzyme	 	0.563	2.98E-02	1.10E-01	BIRC2,CARMIL1,LILRB4,NDRG1,PLBD1,PYGL,TK1,TNF	 
GHR	-0.700	transmembrane receptor	Inhibited	-2.621	2.98E-02	1.10E-01	Ccl2,GHR,IGFBP1,IGFBP2,IGFBP5,IL1B,MOGAT1,TNF	 
LCN2	2.553	transporter	 	1.480	2.99E-02	1.10E-01	Ccl2,CCL3L3,Chil3/Chil4,CXCL10,CXCL13,CXCL2,CXCL3,IL1A,IL1B,IL1RN,TNF	 
KDM1A	 	enzyme	Activated	2.236	3.05E-02	1.12E-01	ATF3,BCL3,C3AR1,CCL3L3,CXCL10,CXCL13,FGR,HMOX1,IL1RN,Mx2,NOS3,OSMR,PRNP,PTGR1,RARG,STEAP3,TGM1,TLR2,TM4SF1,USP18	 
PSMB11	 	peptidase	 	-0.878	3.06E-02	1.12E-01	Ccl2,COL3A1,CXCL3,CYB5B,GADD45A,HMOX1,HSPA1A/HSPA1B,Hspa1b,LAMA1,NCAM1,NTN4,OCLN,PIK3R5,PLCB2,Pmaip1,RHOB,TNFRSF1B	 
CCR2	 	G-protein coupled receptor	 	0.380	3.13E-02	1.15E-01	Ccl2,CCL3L3,Ccl9,Chil3/Chil4,CSF1,CXCL10,CXCL13,CXCL2,CXCL3,IL18,IL1A,IL1B,ITIH3,TGM2,TNF	 
CHADL	 	other	 	-0.816	3.21E-02	1.18E-01	CADM1,Ccl2,MN1,PDGFA,PTH1R,STEAP4	 
SKP2	 	other	 	-1.131	3.29E-02	1.20E-01	CCNE1,CDH1,SLC2A1,USP18	 
ITGA9	 	other	Activated	2.000	3.29E-02	1.20E-01	Ccl2,CCL3L3,CDH1,IL1B	 
PEBP1	 	other	 	0.668	3.29E-02	1.20E-01	Ccl2,CXCL2,CXCL3,TNF	 
mir-10	 	microRNA	 	1.067	3.29E-02	1.20E-01	BMF,IL1B,MYD88,TNF	 
RGS1	 	enzyme	 	0.000	3.29E-02	1.20E-01	CCL3L3,CITED2,CXCL2,RBL1	 
TET3	 	enzyme	 	-0.447	3.39E-02	1.23E-01	ADCY9,GATA4,POR,SLC43A2,TGM2	 
SOX17	 	transcription regulator	 	 	3.39E-02	1.23E-01	FOXA2,GATA4,HNF4A,LAMA1,LAMB1	 
CGAS	 	enzyme	Activated	2.190	3.39E-02	1.23E-01	CXCL10,IL1B,Mx2,TNF,USP18	 
Hsp90	 	group	 	 	3.46E-02	1.24E-01	BAG3,HSPA1A/HSPA1B,ZFAND2A	 
GPR132	 	G-protein coupled receptor	 	 	3.46E-02	1.24E-01	Ccl2,ICAM1,SELE	 
AGT	 	growth factor	 	 	3.46E-02	1.24E-01	Ccl2,CXCL2,OCLN	 
MAFG	 	transcription regulator	 	 	3.46E-02	1.24E-01	GCLC,HMOX1,TXNRD1	 
MLX	 	transcription regulator	 	 	3.46E-02	1.24E-01	Ccl2,IL1RN,TXNIP	 
INS	 	other	 	 	3.46E-02	1.24E-01	CCN2,FOXO1,NOX4	 
CRYAB	 	other	 	 	3.46E-02	1.24E-01	CASP3,MME,VEGFA	 
PRKAR1A	 	kinase	 	 	3.46E-02	1.24E-01	CDH1,GATA4,SRF	 
BMX	 	kinase	 	 	3.46E-02	1.24E-01	COL3A1,HSPA1A/HSPA1B,TNFRSF1B	 
ANGPTL4	-3.455	other	 	 	3.46E-02	1.24E-01	CXCL3,ERN1,XBP1	 
SMAD3	 	transcription regulator	 	0.592	3.50E-02	1.25E-01	Ccl2,CCL3L3,CCN2,COL3A1,CXCL10,CXCL3,CYP1A1,FOXO1,G6PC,HNF4A,HP,IL1B,JUNB,MYC,Orm1 (includes others),SERPINE1,TNF	 
PSEN1	 	peptidase	 	0.433	3.55E-02	1.27E-01	ATP2A2,C3AR1,CASP3,DLL1,DUSP1,F2R,FBXW7,FOXO3,GAS5,HES1,IMPACT,NCAM1,PDGFRA,PTPRF,SLC38A2,SNAPC3,STAB1,TIPARP,UEVLD	 
MXD1	 	transcription regulator	 	-1.508	3.60E-02	1.28E-01	ACO2,BCL6,COX10,MARS2,MYBBP1A,MYCL,MYD88,NOP2,NOP56,TARS1,TOP1	 
TCOF1	 	transporter	 	 	3.60E-02	1.28E-01	AKR1B1,ARL4D,AZIN1,DNAJC11,MAPK14,NDRG1,POLR3A,PPRC1,RBM10,SLC2A1,TXNRD1	 
CNR1	 	G-protein coupled receptor	 	0.090	3.65E-02	1.28E-01	Ccl2,CXCL10,CYP7A1,DLL1,DYRK2,FOXA2,GLO1,HSPA4,LAMA1,PAFAH1B1,PDGFRA,RAD21,SLC29A1,SMURF1,SOCS5,SREBF1,STAT3,TNF	 
C5AR1	1.400	G-protein coupled receptor	 	1.661	3.65E-02	1.28E-01	ATP2A2,C5AR1,Ccl2,CXCL2,CXCL3,ERN1,IL1B,SERPINE1,TNF	 
mir-8	 	microRNA	 	0.332	3.66E-02	1.28E-01	ATF3,CCNG2,CDH1,CLDN1,FGFR2,MAP3K1,MYC,OCLN,Pmaip1,TOB1,XBP1,YWHAG	 
SMAD4	 	transcription regulator	 	-1.442	3.66E-02	1.28E-01	CBFB,Ccl2,CNMD,HSD3B1,ICAM1,ID2,IL1B,KLF15,MYC,MYCN,SMAD6,TNF	 
GATA4	0.827	transcription regulator	 	-1.212	3.67E-02	1.28E-01	ARRDC2,CCN2,COL3A1,GATA6,HSD3B1,IGFBP5,INMT,LCN2,LDHA,LRG1,Orm1 (includes others),SERPINA3,SRD5A1,TGM2	 
MYF6	 	transcription regulator	Activated	2.157	3.68E-02	1.28E-01	ANG,ANGPTL4,Ccl2,CXCL10,CXCL13,DLL1,IL1A,IL1RN,MMP8,PDGFA,SERPINE1,TNF,VEGFA	 
SIN3A	 	transcription regulator	 	 	3.74E-02	1.28E-01	CASP3,CYP1A1,MXI1,MYC,PEG3,S100A9	 
KRT17	 	other	Activated	2.449	3.74E-02	1.28E-01	CCL3L3,CXCL10,CXCL2,CXCL3,IL1B,TNF	 
OGT	 	enzyme	Inhibited	-2.152	3.78E-02	1.28E-01	ACLY,Ccl2,CXCL2,CXCL3,IGFBP2,IL1B,RGS16,TNF	 
BLVRA	 	enzyme	 	 	3.84E-02	1.28E-01	C5AR1,CXCL10	 
HTR7	 	G-protein coupled receptor	 	 	3.84E-02	1.28E-01	IL1B,TNF	 
LRRC8E	 	ion channel	 	 	3.84E-02	1.28E-01	CXCL10,TNF	 
Meg3	 	other	 	 	3.84E-02	1.28E-01	HES1,VEGFA	 
SPATA2	 	other	 	 	3.84E-02	1.28E-01	IL1B,TNF	 
SLC22A3	 	transporter	 	 	3.84E-02	1.28E-01	S100A8,S100A9	 
FLT4	 	transmembrane receptor	 	 	3.84E-02	1.28E-01	IL1B,TNF	 
PARG	 	enzyme	 	 	3.84E-02	1.28E-01	IL1B,TNF	 
NAMPT	 	cytokine	 	 	3.84E-02	1.28E-01	CXCL10,CXCL2	 
MAP3K12	 	kinase	 	 	3.84E-02	1.28E-01	CASP3,STAT3	 
G0S2	 	other	 	 	3.84E-02	1.28E-01	HSPD1,MYC	 
MUC2	 	other	 	 	3.84E-02	1.28E-01	IL1B,TNF	 
SUMO2	 	enzyme	 	 	3.84E-02	1.28E-01	ABCB11,NR0B2	 
miR-378a-3p (and other miRNAs w/seed CUGGACU)	 	mature microRNA	 	 	3.84E-02	1.28E-01	FOXO1,FOXO3	 
FGA	 	other	 	 	3.84E-02	1.28E-01	IL1B,TNF	 
GNAI3	 	enzyme	 	 	3.84E-02	1.28E-01	CCL3L3,TNF	 
EIF2AK1	 	kinase	 	 	3.84E-02	1.28E-01	IL1B,TNF	 
PPM1L	 	phosphatase	 	 	3.84E-02	1.28E-01	IL1B,TNF	 
TRHR	 	G-protein coupled receptor	 	 	3.84E-02	1.28E-01	LEPR,SOCS3	 
A4GALT	 	enzyme	 	 	3.84E-02	1.28E-01	IRF1,TNF	 
FZD5	 	G-protein coupled receptor	 	 	3.84E-02	1.28E-01	CD14,VEGFA	 
CDK6	 	kinase	 	 	3.84E-02	1.28E-01	NFKBIZ,SOCS3	 
MMP8	3.039	peptidase	 	 	3.84E-02	1.28E-01	CCL3L3,CXCL10	 
RBP3	 	transporter	 	 	3.84E-02	1.28E-01	TNF,TNFRSF1A	 
ARNT2	 	transcription regulator	 	 	3.84E-02	1.28E-01	SLC2A1,VEGFA	 
DYNC2LI1	 	other	 	 	3.84E-02	1.28E-01	FOXA2,PYCR2	 
FDXR	 	enzyme	 	 	3.84E-02	1.28E-01	ACO1,TFRC	 
TNFAIP8	 	other	 	 	3.84E-02	1.28E-01	CXCL3,IL1B	 
TBL1X	 	transcription regulator	 	 	3.84E-02	1.28E-01	CXCL2,USP18	 
RND3	1.145	enzyme	 	 	3.84E-02	1.28E-01	HES1,VEGFA	 
HNRNPU	 	transporter	 	 	3.84E-02	1.28E-01	IL1B,TNF	 
PTGER3	 	G-protein coupled receptor	 	 	3.84E-02	1.28E-01	Ccl2,TNF	 
ELK3	 	transcription regulator	 	 	3.84E-02	1.28E-01	HMOX1,SERPINE1	 
RBCK1	 	transcription regulator	 	 	3.84E-02	1.28E-01	ICAM1,TNFAIP3	 
BAG1	 	other	 	 	3.84E-02	1.28E-01	FKBP5,Hspa1b	 
ADORA3	 	G-protein coupled receptor	 	 	3.84E-02	1.28E-01	IRF1,VEGFA	 
Foxe3	 	transcription regulator	 	 	3.84E-02	1.28E-01	PDGFRA,PROX1	 
TWSG1	 	other	 	 	3.84E-02	1.28E-01	BCL6,ID2	 
RRM2B	 	enzyme	 	 	3.84E-02	1.28E-01	Pmaip1,TP53INP1	 
TBL1XR1	 	transcription regulator	 	 	3.84E-02	1.28E-01	CXCL2,USP18	 
UCP1	 	transporter	 	0.894	3.87E-02	1.29E-01	ACOT2,CASP3,Cd24a,CEBPG,CXCL10,ENHO,ERN1,GADD45A,GOLM1,GSTM1,IL1B,MAP1LC3A,MTHFD1L,MYC,ODC1,PCK1,RNASEL,SLC41A1,TNF,TRIB3	 
TNFRSF1B	-0.746	transmembrane receptor	Activated	3.074	3.93E-02	1.31E-01	APCS,CASP3,CXCL13,CXCL2,ICAM1,ITGB5,PDGFA,SAA1,SERPINE1,SOCS3,TNF	 
DYSF	 	other	 	 	3.98E-02	1.32E-01	ACLY,ACTG1,APBA3,CD83,CXCL10,ELOVL3,HSPA1A/HSPA1B,HSPB1,LILRB4,PDGFRA,SERPINA3,SREBF1,TMEM50B	 
IPMK	-0.714	kinase	 	0.447	4.04E-02	1.34E-01	HSP90AB1,JUNB,MYL9,PER1,TNF	 
HSP90B1	 	other	 	1.410	4.04E-02	1.34E-01	IL18,IL1B,TLR2,TNF,XBP1	 
IFN Beta	 	group	 	0.716	4.05E-02	1.34E-01	Ccl2,CXCL10,GAS5,IRF1,IRF9,SERPINE1,STAT2,TNF,USP18	 
MAP2K1/2	 	group	 	1.982	4.10E-02	1.34E-01	ARG2,Ccl2,CCL3L3,CXCL3	 
VSIR	 	other	 	-1.067	4.10E-02	1.34E-01	Ccl2,CIDEC,CXCL10,TNF	 
GLIS2	 	transcription regulator	 	-1.000	4.10E-02	1.34E-01	Ccl2,CCN2,CXCL10,SERPINE1	 
NREP	2.494	other	Activated	2.000	4.10E-02	1.34E-01	COL3A1,PDGFA,PDGFRA,VEGFA	 
ZBP1	 	other	Activated	2.000	4.10E-02	1.34E-01	CCL3L3,CXCL10,IL1B,TNF	 
